sseqid,stitle,mismatch,positive,gaps,ppos,pident,qcovs,evalue,bitscore,qseqid,cleaned_filename
1_KK212476_00230,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KK212476
9_FPJI01000031_02335,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,9_FPJI01000031
9_POGG01000100_04248,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,9_POGG01000100
1_JTWH01000001_06025,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTWH01000001
1_FRKQ01000181_04325,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRKQ01000181
9_VAHJ01000010_02763,unannotated protein,158,304,5,76.57,58.942,98,8.849999999999995e-169,475.0,pao1_fabv,9_VAHJ01000010
1_NSUC01000001_03931,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSUC01000001
1_JUVT01000043_05451,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JUVT01000043
1_VIIH01000100_03149,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIIH01000100
1_CP030912_02225,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP030912
1_SCYQ01000001_04119,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCYQ01000001
1_SCYO01000001_00669,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_SCYO01000001
1_JTUJ01000001_00249,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JTUJ01000001
1_CP017149_02026,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP017149
47_LUUE01000001_01964,unannotated protein,83,357,0,89.92,79.093,99,0.0,665.0,pao1_fabv,47_LUUE01000001
1_CCPL01000001_01753,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CCPL01000001
1_QVDL01000100_01628,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVDL01000100
1_LLVM01000001_04811,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLVM01000001
1_FROL01000117_03291,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FROL01000117
1_PPDQ01000001_03512,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_PPDQ01000001
1_FRIR01000148_00489,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_FRIR01000148
9_PGRY01000001_00719,unannotated protein,91,312,1,87.89,74.085,89,0.0,545.0,pao1_fabv,9_PGRY01000001
1_CP028584_02176,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP028584
1_LEGG01000001_01207,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEGG01000001
16_CP027715_02566,unannotated protein,82,356,0,89.67,79.345,99,0.0,663.0,pao1_fabv,16_CP027715
1_NSSW01000001_05235,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSSW01000001
1_CAAKMU010000001_05052,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_CAAKMU010000001
9_POEE01000100_00960,unannotated protein,96,345,1,86.68,75.628,100,0.0,622.0,pao1_fabv,9_POEE01000100
1_FNLY01000001_02833,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FNLY01000001
1_CABIOZ010000001_01817,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_CABIOZ010000001
1_CP012901_04246,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_CP012901
9_KV799365_04540,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,9_KV799365
1_LLTV01000001_00592,unannotated protein,1,397,0,99.75,99.749,100,0.0,811.0,pao1_fabv,1_LLTV01000001
1_NTAF01000001_05376,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NTAF01000001
1_CAADNT010000001_01724,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADNT010000001
1_NSWA01000001_03805,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSWA01000001
25_BLJF01000001_03819,unannotated protein,154,308,5,77.78,59.848,98,1.879999999999999e-166,469.0,pao1_fabv,25_BLJF01000001
1_CCOD01000001_01747,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CCOD01000001
1_CBMS010000001_03273,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CBMS010000001
1_RRBP01000010_00413,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RRBP01000010
1_OVDA01000871_03047,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_OVDA01000871
1_JTWJ01000001_02066,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JTWJ01000001
1_NSYC01000001_04399,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSYC01000001
1_LCUR01000001_00564,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LCUR01000001
1_NSQL01000001_00344,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSQL01000001
1_RADT01000499_01901,unannotated protein,0,104,0,100.0,100.0,26,1.0499999999999999e-71,217.0,pao1_fabv,1_RADT01000499
1_VIHX01000100_00231,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHX01000100
1_RWWY01000078_04500,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWWY01000078
1_PPSO01000001_01312,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_PPSO01000001
1_RXVD01000001_02909,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXVD01000001
1_FRRJ01000053_02987,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRRJ01000053
1_LSAD01000001_03797,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LSAD01000001
1_RXAC01000001_04819,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXAC01000001
1_UWXD01000002_02483,unannotated protein,3,398,0,100.0,99.246,100,0.0,810.0,pao1_fabv,1_UWXD01000002
1_LLMH01000001_02333,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLMH01000001
1_QAYU01000031_04162,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QAYU01000031
9_VEIM01000010_04104,unannotated protein,152,309,5,78.03,60.354,98,1.3499999999999994e-168,475.0,pao1_fabv,9_VEIM01000010
1_CCPA01000001_02213,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CCPA01000001
1_FRFQ01000068_00184,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRFQ01000068
1_JXBE01000001_02091,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JXBE01000001
1_HG974234_03112,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_HG974234
114_SGFD01000099_04954,unannotated protein,101,347,1,87.19,74.372,100,0.0,616.0,pao1_fabv,114_SGFD01000099
1_AZYL01000001_03960,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AZYL01000001
11_PVUI01000092_00530,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,11_PVUI01000092
1_NRAY01000010_01224,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRAY01000010
24_LFYQ01000001_01893,unannotated protein,152,309,5,78.03,60.354,98,3.819999999999998e-168,474.0,pao1_fabv,24_LFYQ01000001
1_SCXE01000001_05224,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCXE01000001
1_FRVW01000152_02291,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRVW01000152
1_NIOU01000112_00146,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NIOU01000112
1_FRUM01000255_01933,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRUM01000255
1_QVBB01000100_02436,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBB01000100
1_QVCA01000099_04621,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVCA01000099
24_RKIW01000001_02668,unannotated protein,155,308,5,77.78,59.596,98,3.2199999999999976e-166,469.0,pao1_fabv,24_RKIW01000001
1_NSUF01000001_05661,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSUF01000001
1_RXEP01000001_03217,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXEP01000001
1_LRZL01000001_01804,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LRZL01000001
1_NSYU01000001_01090,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSYU01000001
1_NSYM01000001_02473,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NSYM01000001
16_MSCT01000001_00102,unannotated protein,80,358,0,90.18,79.84899999999998,99,0.0,668.0,pao1_fabv,16_MSCT01000001
1_NSWK01000001_03753,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSWK01000001
1_QVDO01000099_05229,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QVDO01000099
1_NSOS01000001_00903,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NSOS01000001
130_LHVG01000001_02443,unannotated protein,82,350,0,87.94,79.39699999999998,100,0.0,662.0,pao1_fabv,130_LHVG01000001
1_RAFH01000016_02117,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAFH01000016
1_JTOL01000001_02503,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTOL01000001
58_JHYX01000001_04431,unannotated protein,158,305,7,77.22,58.228,98,4.459999999999998e-162,458.0,pao1_fabv,58_JHYX01000001
1_CUXG01000001_02330,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUXG01000001
1_CP015648_03803,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP015648
47_LHUV01000001_03992,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,47_LHUV01000001
4_UWDX01000612_03900,unannotated protein,98,346,1,86.93,75.126,100,0.0,620.0,pao1_fabv,4_UWDX01000612
9_LJRZ01000076_05287,unannotated protein,98,349,0,87.69,75.377,100,0.0,631.0,pao1_fabv,9_LJRZ01000076
1_RWPG01000001_03579,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWPG01000001
1_CP025053_02079,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_CP025053
91_AZRU01000001_03146,unannotated protein,56,374,0,94.21,85.89399999999998,99,0.0,718.0,pao1_fabv,91_AZRU01000001
91_AZRU01000001_07215,unannotated protein,79,352,0,88.66,80.101,99,0.0,665.0,pao1_fabv,91_AZRU01000001
1_VAUY01000001_03564,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VAUY01000001
1_OVCS01000152_03392,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_OVCS01000152
1_LLUK01000001_02021,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUK01000001
9_QJRL01000010_01153,unannotated protein,153,309,5,78.03,60.101000000000006,98,1.819999999999999e-167,472.0,pao1_fabv,9_QJRL01000010
1_NMPV01000001_01443,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NMPV01000001
1_NIZP01000100_04377,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NIZP01000100
24_CP015876_04553,unannotated protein,153,309,5,78.03,60.101000000000006,98,2.4499999999999985e-167,472.0,pao1_fabv,24_CP015876
1_FRRU01000070_00974,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRRU01000070
1_FRSH01000065_00947,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRSH01000065
1_AWYN01000001_01889,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AWYN01000001
1_QMGJ01000001_01892,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QMGJ01000001
1_LEOT01000001_03713,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_LEOT01000001
1_CVWT01000001_04118,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVWT01000001
9_AMXG01000001_02559,unannotated protein,100,346,1,86.93,74.623,100,0.0,619.0,pao1_fabv,9_AMXG01000001
1_NRAU01000010_05646,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRAU01000010
1_AKBD01000001_02599,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AKBD01000001
86_CP023272_01539,unannotated protein,99,345,1,86.68,74.874,100,0.0,618.0,pao1_fabv,86_CP023272
1_JVHM01000002_05676,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JVHM01000002
9_QKMQ01000001_03128,unannotated protein,150,309,5,78.03,60.859,98,6.849999999999996e-169,476.0,pao1_fabv,9_QKMQ01000001
1_LDMH01000001_01309,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDMH01000001
1_LEGD01000001_03497,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEGD01000001
1_ALBV02000235_03551,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_ALBV02000235
11_QGAI01000001_02886,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,11_QGAI01000001
1_CAADKI010000001_01486,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADKI010000001
9_MCRV01000001_04100,unannotated protein,83,354,0,89.17,79.093,99,0.0,658.0,pao1_fabv,9_MCRV01000001
1_JTOP01000001_06297,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTOP01000001
9_BCAS01000001_06109,unannotated protein,152,309,5,78.03,60.354,98,4.189999999999998e-168,474.0,pao1_fabv,9_BCAS01000001
1_LLUS01000001_02486,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUS01000001
1_RXCF01000001_05456,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXCF01000001
1_RADN01000055_00434,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_RADN01000055
1_FRPU01000099_02049,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRPU01000099
1_FRNO01000183_04973,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRNO01000183
1_JTTU01000001_03016,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTTU01000001
1_QVED01000097_05484,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVED01000097
1_CCOG01000001_02216,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CCOG01000001
1_FRHR01000094_01512,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRHR01000094
1_CP047067_03022,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP047067
1_NSSQ01000001_02768,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSSQ01000001
1_RWWP01000114_00230,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWWP01000114
9_CP043060_01898,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,9_CP043060
1_LR130531_05360,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LR130531
1_RWMF01000001_05104,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWMF01000001
1_SCWY01000001_03987,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCWY01000001
29_AQOH01000001_05072,unannotated protein,75,354,0,88.94,81.156,100,0.0,662.0,pao1_fabv,29_AQOH01000001
1_FRRW01000070_03464,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRRW01000070
1_JTUY01000001_03494,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTUY01000001
197_CP014135_04394,unannotated protein,81,349,0,87.69,79.648,100,0.0,649.0,pao1_fabv,197_CP014135
1_FROK01000133_01542,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FROK01000133
1_QVCT01000099_05446,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVCT01000099
9_SCNO01000100_04541,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,9_SCNO01000100
9_JYOC01000001_01966,unannotated protein,152,299,12,74.75,59.0,98,1.7599999999999988e-159,452.0,pao1_fabv,9_JYOC01000001
1_NRAR01000100_01211,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRAR01000100
1_CVUV01000001_00564,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVUV01000001
1_RWRM01000001_04705,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWRM01000001
1_CAADOV010000001_01876,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADOV010000001
1_RAEK01000148_04238,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAEK01000148
1_LDMU01000001_02990,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDMU01000001
1_FRWI01001013_00746,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWI01001013
1_FRXJ01000326_02006,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRXJ01000326
1_MWXH01000001_00233,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWXH01000001
1_FNLT01000001_03249,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FNLT01000001
1_VMNM01000100_04373,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VMNM01000100
1_NSTH01000001_03450,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NSTH01000001
24_CP016634_02634,unannotated protein,154,309,5,78.03,59.848,98,1.2699999999999992e-172,485.0,pao1_fabv,24_CP016634
16_CP027735_02679,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,16_CP027735
1_RAFB01000051_01160,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAFB01000051
1_FRWB01000356_04177,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWB01000356
1_VAVK01000001_01720,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VAVK01000001
1_LEIH01000001_01352,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEIH01000001
11_CP032618_03657,unannotated protein,99,346,1,86.93,74.874,100,0.0,620.0,pao1_fabv,11_CP032618
1_RWSH01000001_00203,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWSH01000001
9_NGUS01000001_02854,unannotated protein,99,346,1,86.93,74.874,100,0.0,619.0,pao1_fabv,9_NGUS01000001
1_SCWI01000001_05942,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCWI01000001
1_LNBU01000001_02128,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LNBU01000001
1_JTXF01000001_04144,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTXF01000001
1_FRHX01000176_02880,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRHX01000176
1_CP047066_02487,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP047066
1_NSRS01000001_00231,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSRS01000001
1_FRHO01000137_00357,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRHO01000137
1_RAEM01000038_00926,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RAEM01000038
1_NFGN01000100_01296,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NFGN01000100
9_PKKS01000001_00576,unannotated protein,98,346,1,86.93,75.126,100,0.0,620.0,pao1_fabv,9_PKKS01000001
1_CP029148_01252,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP029148
24_MINI01000001_03378,unannotated protein,155,308,5,77.78,59.596,98,1.569999999999999e-165,468.0,pao1_fabv,24_MINI01000001
1_WOAL01000100_04594,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_WOAL01000100
47_MOAR01000013_03619,unannotated protein,84,356,0,89.67,78.84100000000002,99,0.0,663.0,pao1_fabv,47_MOAR01000013
59_CP009747_02782,unannotated protein,153,307,5,77.53,60.101000000000006,98,1.5999999999999988e-166,469.0,pao1_fabv,59_CP009747
208_VFES01000010_00462,unannotated protein,97,349,0,87.69,75.628,100,0.0,631.0,pao1_fabv,208_VFES01000010
1_NSUY01000001_03675,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSUY01000001
1_CWFQ01000001_05301,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CWFQ01000001
1_AKZE01000001_02438,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AKZE01000001
1_JTPQ01000001_06546,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTPQ01000001
1_LLOC01000001_00199,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LLOC01000001
1_MWXI01000001_04827,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_MWXI01000001
1_AMVQ01000001_02136,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_AMVQ01000001
1_FRKP01000142_01510,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRKP01000142
1_RXDG01000001_02655,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXDG01000001
1_FRSI01000098_02606,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRSI01000098
1_VWQJ01000001_05526,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VWQJ01000001
1_MWXX01000001_01574,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWXX01000001
1_QVDZ01000100_05290,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVDZ01000100
9_NEIR01000001_04683,unannotated protein,154,308,5,77.78,59.848,98,2.5399999999999986e-166,469.0,pao1_fabv,9_NEIR01000001
1_LLVK01000001_02158,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLVK01000001
4_UUIV01000236_00150,unannotated protein,101,347,1,87.19,74.372,100,0.0,616.0,pao1_fabv,4_UUIV01000236
9_NEIQ01000073_02840,unannotated protein,83,354,0,89.17,79.093,99,0.0,658.0,pao1_fabv,9_NEIQ01000073
1_NSPZ01000001_04195,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSPZ01000001
1_RWPR01000001_03924,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWPR01000001
9_POEJ01000100_02385,unannotated protein,96,345,1,86.68,75.628,100,0.0,622.0,pao1_fabv,9_POEJ01000100
1_VIHS01000100_00482,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHS01000100
1_RWLB01000001_05341,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWLB01000001
24_WOWR01000001_06385,unannotated protein,151,307,5,77.53,60.606,98,3.0299999999999976e-173,487.0,pao1_fabv,24_WOWR01000001
1_NRBR01000001_05303,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRBR01000001
1_LLQL01000001_02874,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLQL01000001
1_NSTE01000001_05609,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSTE01000001
1_RWSU01000001_02485,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWSU01000001
1_MCMT01000001_02867,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MCMT01000001
1_SDXM01000001_02856,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SDXM01000001
1_KI914481_01736,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI914481
1_FROB01000180_01466,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FROB01000180
86_PDJB01000001_01661,unannotated protein,97,345,1,86.68,75.377,100,0.0,621.0,pao1_fabv,86_PDJB01000001
1_RXBA01000001_02396,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXBA01000001
1_VJNL01000010_03352,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VJNL01000010
1_CTDP01000001_01582,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTDP01000001
1_VZIS01000100_03517,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VZIS01000100
9_CVTM01000050_03039,unannotated protein,96,346,1,86.93,75.628,100,0.0,625.0,pao1_fabv,9_CVTM01000050
1_CP008749_02947,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP008749
1_LLOI01000001_06184,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLOI01000001
1_NLBD01000001_00246,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NLBD01000001
1_PGPH01000100_02402,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_PGPH01000100
