"mod_species","ani","subject","clade","subclade"
"aeruginosa",98.6746,"GCF_011683055.1_ASM1168305v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6742,"GCF_900146445.1_315_genomic.fna","aeruginosa",""
"aeruginosa",98.674,"GCF_900144955.1_152_genomic.fna","aeruginosa",""
"aeruginosa",98.6736,"GCF_900455435.1_43366_C01_genomic.fna","aeruginosa",""
"aeruginosa",98.6723,"GCF_003837485.1_ASM383748v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6717,"GCF_003833935.1_ASM383393v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6711,"GCF_004350135.1_ASM435013v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6708,"GCF_900145085.1_167_genomic.fna","aeruginosa",""
"aeruginosa",98.6708,"GCF_009025395.1_ASM902539v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6702,"GCF_004350125.1_ASM435012v1_genomic.fna","aeruginosa",""
"aeruginosa",98.67,"GCF_900147315.1_405_genomic.fna","aeruginosa",""
"aeruginosa",98.6698,"GCF_004350115.1_ASM435011v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6696,"GCF_900144925.1_150_genomic.fna","aeruginosa",""
"aeruginosa",98.6696,"GCF_003837675.1_ASM383767v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6695,"GCF_003976405.1_ASM397640v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6693,"GCF_009299735.1_ASM929973v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6692,"GCF_902202805.1_BS2370_genomic.fna","aeruginosa",""
"aeruginosa",98.6692,"GCF_003955055.1_ASM395505v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6685,"GCF_003834665.1_ASM383466v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6684,"GCF_902202875.1_BS2372_genomic.fna","aeruginosa",""
"aeruginosa",98.6683,"GCF_004350355.1_ASM435035v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6679,"GCF_900106135.1_PSA11_genomic.fna","aeruginosa",""
"aeruginosa",98.6675,"GCF_004350095.1_ASM435009v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6673,"GCF_003836835.1_ASM383683v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6671,"GCF_902202795.1_BS2371_genomic.fna","aeruginosa",""
"aeruginosa",98.6668,"GCF_003952285.1_ASM395228v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6666,"GCF_009887695.1_ASM988769v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6663,"GCF_003835495.1_ASM383549v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6662,"GCF_902202785.1_BS2366_genomic.fna","aeruginosa",""
"aeruginosa",98.6661,"GCF_008370085.1_ASM837008v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6658,"GCF_008802675.1_ASM880267v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6657,"GCF_003968045.1_ASM396804v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6657,"GCF_003968055.1_ASM396805v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6656,"GCF_003839375.1_ASM383937v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6656,"GCF_902387405.1_UHGG_MGYG-HGUT-02463_genomic.fna","aeruginosa",""
"aeruginosa",98.6651,"GCF_008802685.1_ASM880268v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6648,"GCF_902202885.1_BS2379_genomic.fna","aeruginosa",""
"aeruginosa",98.6645,"GCF_900147325.1_406_genomic.fna","aeruginosa",""
"aeruginosa",98.6641,"GCF_007559065.1_ASM755906v1_genomic.fna","aeruginosa",""
"aeruginosa",98.664,"GCF_003713085.1_ASM371308v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6632,"GCF_007954175.1_ASM795417v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6627,"GCF_008802415.1_ASM880241v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6614,"GCF_003716765.1_ASM371676v1_genomic.fna","aeruginosa",""
"aeruginosa",98.661,"GCF_003833445.1_ASM383344v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6609,"GCF_003836135.1_ASM383613v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6607,"GCF_003952305.1_ASM395230v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6591,"GCF_007004305.1_ASM700430v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6571,"GCF_007954165.1_ASM795416v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6569,"GCF_900144965.1_153_genomic.fna","aeruginosa",""
"aeruginosa",98.656,"GCF_003974915.1_ASM397491v1_genomic.fna","aeruginosa",""
"aeruginosa",98.655,"GCF_900106185.1_PSA4_genomic.fna","aeruginosa",""
"aeruginosa",98.6546,"GCF_009727125.1_ASM972712v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6539,"GCF_900106145.1_PSA12_genomic.fna","aeruginosa",""
"aeruginosa",98.6537,"GCF_003725635.1_ASM372563v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6534,"GCF_900106155.1_PSA10_genomic.fna","aeruginosa",""
"aeruginosa",98.653,"GCF_003837435.1_ASM383743v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6521,"GCF_003950255.1_ASM395025v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6514,"GCF_003970055.1_ASM397005v1_genomic.fna","aeruginosa",""
"aeruginosa",98.651,"GCF_900147775.1_149_1_genomic.fna","aeruginosa",""
"aeruginosa",98.6503,"GCF_004349985.1_ASM434998v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6502,"GCF_003950235.1_ASM395023v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6498,"GCF_004351835.1_ASM435183v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6496,"GCF_003863815.1_ASM386381v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6494,"GCF_003940675.1_ASM394067v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6466,"GCF_004349745.1_ASM434974v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6465,"GCF_009791355.1_ASM979135v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6461,"GCF_902204145.1_BS3413_genomic.fna","aeruginosa",""
"aeruginosa",98.6459,"GCF_004053955.1_ASM405395v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6453,"GCF_003954525.1_ASM395452v1_genomic.fna","aeruginosa",""
"aeruginosa",98.645,"GCF_003837285.1_ASM383728v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6439,"GCF_900144935.1_151_genomic.fna","aeruginosa",""
"aeruginosa",98.6433,"GCF_004053845.1_ASM405384v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6432,"GCF_003834395.1_ASM383439v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6425,"GCF_009299585.1_ASM929958v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6421,"GCF_003954195.1_ASM395419v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6417,"GCF_003991465.1_ASM399146v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6416,"GCF_900636975.1_45813_F01_genomic.fna","aeruginosa",""
"aeruginosa",98.641,"GCF_004123325.1_ASM412332v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6409,"GCF_900455415.1_45532_B02_genomic.fna","aeruginosa",""
"aeruginosa",98.6387,"GCF_900148095.1_G_genomic.fna","aeruginosa",""
"aeruginosa",98.6379,"GCF_003954555.1_ASM395455v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6376,"GCF_003969855.1_ASM396985v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6333,"GCF_007280445.1_ASM728044v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6331,"GCF_003968445.1_ASM396844v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6313,"GCF_004349905.1_ASM434990v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6313,"GCF_003952325.1_ASM395232v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6301,"GCF_003955135.1_ASM395513v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6278,"GCF_003969105.1_ASM396910v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6269,"GCF_003866475.1_ASM386647v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6261,"GCF_004123345.1_ASM412334v1_genomic.fna","aeruginosa",""
"aeruginosa",98.622,"GCF_004123335.1_ASM412333v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6207,"GCF_004053835.1_ASM405383v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6188,"GCF_009789035.1_ASM978903v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6187,"GCF_005049035.1_ASM504903v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6144,"GCF_004349975.1_ASM434997v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6135,"GCF_004123545.1_ASM412354v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6106,"GCF_900406865.1_De_novo_assembly_of_KCRI_isolate_R0004_260_genomic.fna","aeruginosa",""
"aeruginosa",98.6099,"GCF_003955025.1_ASM395502v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6097,"GCF_003954355.1_ASM395435v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6076,"GCF_003841055.1_ASM384105v1_genomic.fna","aeruginosa",""
"aeruginosa",98.6063,"GCF_004123565.1_ASM412356v1_genomic.fna","aeruginosa",""
"aeruginosa",98.603,"GCF_004010895.1_ASM401089v1_genomic.fna","aeruginosa",""
"aeruginosa",98.602,"GCF_900148375.1_NA11_genomic.fna","aeruginosa",""
"aeruginosa",98.5991,"GCF_003835335.1_ASM383533v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5985,"GCF_003955265.1_ASM395526v1_genomic.fna","aeruginosa",""
"aeruginosa",98.596,"GCF_902202855.1_BS2365_genomic.fna","aeruginosa",""
"aeruginosa",98.5943,"GCF_003703685.1_ASM370368v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5943,"GCF_004123515.1_ASM412351v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5933,"GCF_004123615.1_ASM412361v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5882,"GCF_004123435.1_ASM412343v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5882,"GCF_003936975.1_ASM393697v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5876,"GCF_004123525.1_ASM412352v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5873,"GCF_004123635.1_ASM412363v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5872,"GCF_003968895.1_ASM396889v1_genomic.fna","aeruginosa",""
"aeruginosa",98.584,"GCF_004053865.1_ASM405386v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5837,"GCF_003975555.1_ASM397555v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5836,"GCF_003976655.1_ASM397665v1_genomic.fna","aeruginosa",""
"aeruginosa",98.583,"GCF_900148485.1_Z_genomic.fna","aeruginosa",""
"aeruginosa",98.5815,"GCF_003703855.1_ASM370385v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5812,"GCF_004123415.1_ASM412341v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5798,"GCF_004123475.1_ASM412347v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5785,"GCF_900148165.1_L_genomic.fna","aeruginosa",""
"aeruginosa",98.5781,"GCF_004123445.1_ASM412344v1_genomic.fna","aeruginosa",""
"aeruginosa",98.577,"GCF_900148455.1_V_genomic.fna","aeruginosa",""
"aeruginosa",98.5766,"GCF_009765195.1_ASM976519v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5742,"GCF_004123425.1_ASM412342v1_genomic.fna","aeruginosa",""
"aeruginosa",98.573,"GCF_004123625.1_ASM412362v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5726,"GCF_003969955.1_ASM396995v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5715,"GCF_900148335.1_M_genomic.fna","aeruginosa",""
"aeruginosa",98.5704,"GCF_900144735.1_131_genomic.fna","aeruginosa",""
"aeruginosa",98.5649,"GCF_900144715.1_128_genomic.fna","aeruginosa",""
"aeruginosa",98.5646,"GCF_900144725.1_130_genomic.fna","aeruginosa",""
"aeruginosa",98.5637,"GCF_900144745.1_132_genomic.fna","aeruginosa",""
"aeruginosa",98.5564,"GCF_900148445.1_U_genomic.fna","aeruginosa",""
"aeruginosa",98.5558,"GCF_004375175.1_ASM437517v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5554,"GCF_003836685.1_ASM383668v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5547,"GCF_003836605.1_ASM383660v1_genomic.fna","aeruginosa",""
"aeruginosa",98.553,"GCF_900144655.1_123_genomic.fna","aeruginosa",""
"aeruginosa",98.5526,"GCF_003975615.1_ASM397561v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5479,"GCF_900144705.1_129_genomic.fna","aeruginosa",""
"aeruginosa",98.5459,"GCF_900144665.1_124_genomic.fna","aeruginosa",""
"aeruginosa",98.5452,"GCF_900144675.1_125_genomic.fna","aeruginosa",""
"aeruginosa",98.5438,"GCF_900144685.1_126_genomic.fna","aeruginosa",""
"aeruginosa",98.5375,"GCF_900147695.1_124_1_genomic.fna","aeruginosa",""
"aeruginosa",98.5368,"GCF_003975605.1_ASM397560v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5364,"GCF_900147715.1_127_1_genomic.fna","aeruginosa",""
"aeruginosa",98.5291,"GCF_900146575.1_328_genomic.fna","aeruginosa",""
"aeruginosa",98.5262,"GCF_900146535.1_324_genomic.fna","aeruginosa",""
"aeruginosa",98.5237,"GCF_009925095.1_ASM992509v1_genomic.fna","aeruginosa",""
"aeruginosa",98.5172,"GCF_900144755.1_133_genomic.fna","aeruginosa",""
"aeruginosa",98.5133,"GCF_900144695.1_127_genomic.fna","aeruginosa",""
"aeruginosa",98.506,"GCF_009939155.1_ASM993915v1_genomic.fna","aeruginosa",""
"aeruginosa",98.4884,"GCF_003976755.1_ASM397675v1_genomic.fna","aeruginosa",""
"aeruginosa",98.484,"GCF_900144315.1_88_genomic.fna","aeruginosa",""
"aeruginosa",98.4814,"GCF_900144005.1_76_genomic.fna","aeruginosa",""
"aeruginosa",98.4729,"GCF_900144295.1_87_genomic.fna","aeruginosa",""
"aeruginosa",98.4726,"GCF_900144305.1_90_genomic.fna","aeruginosa",""
"aeruginosa",98.4723,"GCF_900144275.1_83_genomic.fna","aeruginosa",""
"aeruginosa",98.4682,"GCF_900144235.1_82_genomic.fna","aeruginosa",""
"aeruginosa",98.4615,"GCF_900148275.1_LRJ15_genomic.fna","aeruginosa",""
"aeruginosa",98.4534,"GCF_900144255.1_85_genomic.fna","aeruginosa",""
"aeruginosa",98.4523,"GCF_900148045.1_82_1_genomic.fna","aeruginosa",""
"aeruginosa",98.4518,"GCF_900144265.1_86_genomic.fna","aeruginosa",""
"aeruginosa",98.4494,"GCF_900143905.1_77_genomic.fna","aeruginosa",""
"aeruginosa",98.4477,"GCF_900148035.1_81_1_genomic.fna","aeruginosa",""
"aeruginosa",98.4465,"GCF_003840655.1_ASM384065v1_genomic.fna","aeruginosa",""
"aeruginosa",98.4409,"GCF_900144335.1_91_genomic.fna","aeruginosa",""
"aeruginosa",98.44,"GCF_900144285.1_84_genomic.fna","aeruginosa",""
"aeruginosa",98.4282,"GCF_900148265.1_LRJ14_genomic.fna","aeruginosa",""
"aeruginosa",98.428,"GCF_900144325.1_89_genomic.fna","aeruginosa",""
"aeruginosa",98.4242,"GCF_900144205.1_78_genomic.fna","aeruginosa",""
"aeruginosa",98.4039,"GCF_900144245.1_81_genomic.fna","aeruginosa",""
"aeruginosa",98.4015,"GCF_900144195.1_79_genomic.fna","aeruginosa",""
"aeruginosa",98.3976,"GCF_900144215.1_80_genomic.fna","aeruginosa",""
"aeruginosa",98.1713,"GCF_003834825.1_ASM383482v1_genomic.fna","aeruginosa",""
"aeruginosa",98.1544,"GCF_009725015.1_ULIV_Paeru4068_1.0_genomic.fna","aeruginosa",""
"aeruginosa",98.0961,"GCF_009727245.1_ASM972724v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0823,"GCF_003837645.1_ASM383764v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0771,"GCF_003837025.1_ASM383702v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0769,"GCF_003973885.1_ASM397388v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0745,"GCF_900455145.1_43251_E01_genomic.fna","aeruginosa",""
"aeruginosa",98.0708,"GCF_003837195.1_ASM383719v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0707,"GCF_004347045.1_ASM434704v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0705,"GCF_003968615.1_ASM396861v1_genomic.fna","aeruginosa",""
"aeruginosa",98.067,"GCF_003836705.1_ASM383670v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0664,"GCF_003977955.1_ASM397795v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0617,"GCF_900148295.1_LRJ17_genomic.fna","aeruginosa",""
"aeruginosa",98.0573,"GCF_003975885.1_ASM397588v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0539,"GCF_003835165.1_ASM383516v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0494,"GCF_900148285.1_LRJ16_genomic.fna","aeruginosa",""
"aeruginosa",98.0472,"GCF_003975085.1_ASM397508v1_genomic.fna","aeruginosa",""
"aeruginosa",98.045,"GCF_900147625.1_436_genomic.fna","aeruginosa",""
"aeruginosa",98.0435,"GCF_900144775.1_134_genomic.fna","aeruginosa",""
"aeruginosa",98.0428,"GCF_900147555.1_427_genomic.fna","aeruginosa",""
"aeruginosa",98.0325,"GCF_003975835.1_ASM397583v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0259,"GCF_003839755.1_ASM383975v1_genomic.fna","aeruginosa",""
"aeruginosa",98.0123,"GCF_900144905.1_148_genomic.fna","aeruginosa",""
"aeruginosa",98.0102,"GCF_900147495.1_423_genomic.fna","aeruginosa",""
"aeruginosa",98.0032,"GCF_900147745.1_138_1_genomic.fna","aeruginosa",""
"aeruginosa",97.9984,"GCF_900147995.1_439_1_genomic.fna","aeruginosa",""
"aeruginosa",97.5199,"GCF_004370095.1_ASM437009v1_genomic.fna","aeruginosa",""
"aeruginosa",97.4827,"GCF_003836505.1_ASM383650v1_genomic.fna","aeruginosa",""
"aeruginosa",97.475,"GCF_003836525.1_ASM383652v1_genomic.fna","aeruginosa",""
"aeruginosa",97.4711,"GCF_003973815.1_ASM397381v1_genomic.fna","aeruginosa",""
"aeruginosa",97.4604,"GCF_003833685.1_ASM383368v1_genomic.fna","aeruginosa",""
"aeruginosa",97.4482,"GCF_003976665.1_ASM397666v1_genomic.fna","aeruginosa",""
"aeruginosa",97.439,"GCF_003835685.1_ASM383568v1_genomic.fna","aeruginosa",""
"aeruginosa",97.4375,"GCF_003840205.1_ASM384020v1_genomic.fna","aeruginosa",""
"aeruginosa",100,"GCF_000006765.1_ASM676v1_genomic.fna","aeruginosa",""
"aestusnigri",100,"GCF_002197985.1_ASM219798v1_genomic.fna","pertucinogena",""
"aestusnigri",99.9864,"GCF_900108005.1_IMG-taxon_2663762778_annotated_assembly_genomic.fna","pertucinogena",""
"agarici",99.2509,"GCF_000280785.1_ASM28078v1_genomic.fna","fluorescens","4"
"agarici",100,"GCF_001543125.1_ASM154312v1_genomic.fna","fluorescens","4"
"agarici",99.3331,"GCF_900109755.1_IMG-taxon_2667527210_annotated_assembly_genomic.fna","fluorescens","4"
"alcaligenes",100,"GCF_001597285.1_ASM159728v1_genomic.fna","none",""
"alcaligenes",96.5874,"GCF_900455475.1_46338_H02_genomic.fna","none",""
"alcaligenes",96.5748,"GCF_000467105.1_ASM46710v1_genomic.fna","none",""
"alcaligenes",96.9121,"GCF_006715345.1_ASM671534v1_genomic.fna","none",""
"alcaliphila_group",100,"GCF_001941865.1_ASM194186v1_genomic.fna","oleovorans",""
"alcaliphila_group",96.2351,"GCF_007049955.1_ASM704995v1_genomic.fna","oleovorans",""
"alkylphenolica",100,"GCF_000746525.1_ASM74652v1_genomic.fna","putida",""
"alkylphenolica",96.6502,"GCF_009755645.1_ASM975564v1_genomic.fna","putida",""
"amygdali_group",98.7171,"GCF_001006455.1_PSt_v01_genomic.fna","syringae",""
"amygdali_group",98.6432,"GCF_001401095.1_PtaICMP2835_genomic.fna","syringae",""
"amygdali_group",98.7563,"GCF_000145945.2_ASM14594v2_genomic.fna","syringae",""
"amygdali_group",98.6121,"GCF_000275945.1_ASM27594v1_genomic.fna","syringae",""
"amygdali_group",98.5923,"GCF_003416585.1_ASM341658v1_genomic.fna","syringae",""
"amygdali_group",98.5909,"GCF_003416255.1_ASM341625v1_genomic.fna","syringae",""
"amygdali_group",98.5823,"GCF_003416145.1_ASM341614v1_genomic.fna","syringae",""
"amygdali_group",98.5769,"GCF_003699405.1_ASM369940v1_genomic.fna","syringae",""
"amygdali_group",98.5593,"GCF_003415785.1_ASM341578v1_genomic.fna","syringae",""
"amygdali_group",98.5591,"GCF_001400395.1_PhiICMP9623_genomic.fna","syringae",""
"amygdali_group",98.5333,"GCF_003415755.1_ASM341575v1_genomic.fna","syringae",""
"amygdali_group",98.5142,"GCF_003416165.1_ASM341616v1_genomic.fna","syringae",""
"amygdali_group",98.3385,"GCF_000934645.1_ASM93464v1_genomic.fna","syringae",""
"amygdali_group",98.0488,"GCF_001294275.1_PgyUnB647_genomic.fna","syringae",""
"amygdali_group",99.8739,"GCF_000146005.2_ASM14600v2_genomic.fna","syringae",""
"amygdali_group",99.8448,"GCF_001006445.1_PSl_v01_genomic.fna","syringae",""
"amygdali_group",99.8389,"GCF_002837595.1_ASM283759v1_genomic.fna","syringae",""
"amygdali_group",99.7729,"GCF_003699045.1_ASM369904v1_genomic.fna","syringae",""
"amygdali_group",99.7557,"GCF_001293845.1_PlaYM7902_genomic.fna","syringae",""
"amygdali_group",99.7418,"GCF_000146005.1_ASM14600v1_genomic.fna","syringae",""
"amygdali_group",100,"GCF_002068135.1_ASM206813v1_genomic.fna","syringae",""
"amygdali_group",99.8125,"GCF_003701815.1_ASM370181v1_genomic.fna","syringae",""
"amygdali_group",99.7679,"GCF_003703085.1_ASM370308v1_genomic.fna","syringae",""
"amygdali_group",98.6631,"GCF_003700505.1_ASM370050v1_genomic.fna","syringae",""
"amygdali_group",98.559,"GCF_003699855.1_ASM369985v1_genomic.fna","syringae",""
"anguilliseptica",100,"GCF_900105355.1_IMG-taxon_2687453785_annotated_assembly_genomic.fna","anguilliseptica",""
"anguilliseptica",95.9185,"GCF_902506475.1_PSEUDO8BK_assembly_genomic.fna","anguilliseptica",""
"antarctica",100,"GCF_001647715.1_ASM164771v1_genomic.fna","fluorescens","1"
"antarctica",97.4466,"GCF_001641325.1_ASM164132v1_genomic.fna","fluorescens","1"
"argentinensis",99.9973,"GCF_008801645.1_ASM880164v1_genomic.fna","straminea",""
"argentinensis",100,"GCF_900113905.1_IMG-taxon_2671180085_annotated_assembly_genomic.fna","straminea",""
"asplenii_group",100,"GCF_900105475.1_IMG-taxon_2667527430_annotated_assembly_genomic.fna","fluorescens","4"
"asturiensis",98.9455,"GCF_900589175.1_p2.B6_genomic.fna","syringae",""
"asturiensis",100,"GCF_900143095.1_IMG-taxon_2663762795_annotated_assembly_genomic.fna","syringae",""
"avellanae",97.5615,"GCF_001497495.1_ASM149749v1_genomic.fna","syringae",""
"avellanae",97.5422,"GCF_002916305.1_7968A_genomic.fna","syringae",""
"avellanae",97.5388,"GCF_003698945.1_ASM369894v1_genomic.fna","syringae",""
"avellanae",97.5365,"GCF_001497595.1_ASM149759v1_genomic.fna","syringae",""
"avellanae",97.572,"GCF_001497555.1_ASM149755v1_genomic.fna","syringae",""
"avellanae",97.4734,"GCF_000416805.1_ASM41680v1_genomic.fna","syringae",""
"avellanae",97.4653,"GCF_002905795.2_ASM290579v2_genomic.fna","syringae",""
"avellanae",97.4649,"GCF_001497465.1_ASM149746v1_genomic.fna","syringae",""
"avellanae",97.4614,"GCF_002905695.1_ASM290569v1_genomic.fna","syringae",""
"avellanae",97.5282,"GCF_002699825.1_ASM269982v1_genomic.fna","syringae",""
"avellanae",97.5143,"GCF_002905955.1_ASM290595v1_genomic.fna","syringae",""
"avellanae",97.5104,"GCF_001497455.1_ASM149745v1_genomic.fna","syringae",""
"avellanae",97.5052,"GCF_000145745.1_ASM14574v1_genomic.fna","syringae",""
"avellanae",97.4958,"GCF_001535755.1_ASM153575v1_genomic.fna","syringae",""
"avellanae",97.4912,"GCF_000344415.1_ICMP18806v1.0_genomic.fna","syringae",""
"avellanae",97.4801,"GCF_000344535.1_ICMP18807v1.0_genomic.fna","syringae",""
"avellanae",97.4796,"GCF_000344395.1_ICMP18804v1.0_genomic.fna","syringae",""
"avellanae",97.4745,"GCF_002003545.1_ASM200354v1_genomic.fna","syringae",""
"avellanae",97.3849,"GCF_002750445.1_ASM275044v1_genomic.fna","syringae",""
"avellanae",97.3812,"GCF_002175185.1_ASM217518v1_genomic.fna","syringae",""
"avellanae",97.3784,"GCF_002762615.1_ASM276261v1_genomic.fna","syringae",""
"avellanae",97.3768,"GCF_002750515.1_ASM275051v1_genomic.fna","syringae",""
"avellanae",97.4594,"GCF_001467225.1_ASM146722v1_genomic.fna","syringae",""
"avellanae",97.4495,"GCF_002905775.1_ASM290577v1_genomic.fna","syringae",""
"avellanae",97.4425,"GCF_000416885.1_ASM41688v1_genomic.fna","syringae",""
"avellanae",97.4322,"GCF_002111835.1_ASM211183v1_genomic.fna","syringae",""
"avellanae",97.4062,"GCF_002111805.1_ASM211180v1_genomic.fna","syringae",""
"avellanae",97.4058,"GCF_002111865.1_ASM211186v1_genomic.fna","syringae",""
"avellanae",97.3968,"GCF_003202995.1_ASM320299v1_genomic.fna","syringae",""
"avellanae",97.3922,"GCF_002890485.1_ASM289048v1_genomic.fna","syringae",""
"avellanae",97.3876,"GCF_000416545.1_ASM41654v1_genomic.fna","syringae",""
"avellanae",97.3174,"GCF_000658965.1_ASM65896v1_genomic.fna","syringae",""
"avellanae",97.314,"GCF_002024285.1_ASM202428v1_genomic.fna","syringae",""
"avellanae",97.3139,"GCF_003665415.1_ASM366541v1_genomic.fna","syringae",""
"avellanae",97.3075,"GCF_002763655.1_ASM276365v1_genomic.fna","syringae",""
"avellanae",97.2999,"GCF_001913215.1_ASM191321v1_genomic.fna","syringae",""
"avellanae",97.2948,"GCF_000344475.3_ASM34447v3_genomic.fna","syringae",""
"avellanae",97.2826,"GCF_002112065.1_ASM211206v1_genomic.fna","syringae",""
"avellanae",97.2796,"GCF_002024305.1_ASM202430v1_genomic.fna","syringae",""
"avellanae",97.277,"GCF_000344355.2_ASM34435v2_genomic.fna","syringae",""
"avellanae",97.2669,"GCF_000648735.3_ASM64873v3_genomic.fna","syringae",""
"avellanae",97.2602,"GCF_001913235.1_ASM191323v1_genomic.fna","syringae",""
"avellanae",97.2583,"GCF_000344335.2_ASM34433v2_genomic.fna","syringae",""
"avellanae",97.1879,"GCF_000245395.1_ASM24539v1_genomic.fna","syringae",""
"avellanae",97.1413,"GCF_002906055.1_ASM290605v1_genomic.fna","syringae",""
"avellanae",96.8421,"GCF_000935765.1_PSVCFBP1702-G1_genomic.fna","syringae",""
"avellanae",95.6723,"GCF_001401405.1_PbbICMP4116_genomic.fna","syringae",""
"avellanae",95.6707,"GCF_000935725.1_PSMCFBP1657-G1_genomic.fna","syringae",""
"avellanae",95.6549,"GCF_000452625.1_CC1630_092313_2.0_genomic.fna","syringae",""
