query,subject,ani,matches,total
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004053955.1_ASM405395v1_genomic.fna,98.6459,1981,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003954525.1_ASM395452v1_genomic.fna,98.6453,1969,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003837285.1_ASM383728v1_genomic.fna,98.645,1980,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144935.1_151_genomic.fna,98.6439,1913,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004053845.1_ASM405384v1_genomic.fna,98.6433,1980,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003834395.1_ASM383439v1_genomic.fna,98.6432,1999,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_009299585.1_ASM929958v1_genomic.fna,98.6425,1935,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003954195.1_ASM395419v1_genomic.fna,98.6421,1947,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003991465.1_ASM399146v1_genomic.fna,98.6417,2023,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900636975.1_45813_F01_genomic.fna,98.6416,2025,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123325.1_ASM412332v1_genomic.fna,98.641,1960,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900455415.1_45532_B02_genomic.fna,98.6409,2026,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148095.1_G_genomic.fna,98.6387,1932,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003954555.1_ASM395455v1_genomic.fna,98.6379,1934,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003969855.1_ASM396985v1_genomic.fna,98.6376,1937,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_007280445.1_ASM728044v1_genomic.fna,98.6333,1908,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003968445.1_ASM396844v1_genomic.fna,98.6331,1900,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004349905.1_ASM434990v1_genomic.fna,98.6313,1893,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003952325.1_ASM395232v1_genomic.fna,98.6313,2023,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003955135.1_ASM395513v1_genomic.fna,98.6301,1953,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003969105.1_ASM396910v1_genomic.fna,98.6278,1888,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003866475.1_ASM386647v1_genomic.fna,98.6269,1988,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123345.1_ASM412334v1_genomic.fna,98.6261,1949,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123335.1_ASM412333v1_genomic.fna,98.62200000000001,1958,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004053835.1_ASM405383v1_genomic.fna,98.6207,1917,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_009789035.1_ASM978903v1_genomic.fna,98.6188,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_005049035.1_ASM504903v1_genomic.fna,98.6187,1935,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004349975.1_ASM434997v1_genomic.fna,98.6144,1891,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123545.1_ASM412354v1_genomic.fna,98.6135,1920,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900406865.1_De_novo_assembly_of_KCRI_isolate_R0004_260_genomic.fna,98.6106,1961,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003955025.1_ASM395502v1_genomic.fna,98.6099,1928,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003954355.1_ASM395435v1_genomic.fna,98.6097,1968,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003841055.1_ASM384105v1_genomic.fna,98.6076,1968,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123565.1_ASM412356v1_genomic.fna,98.6063,1901,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004010895.1_ASM401089v1_genomic.fna,98.603,1991,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148375.1_NA11_genomic.fna,98.602,1865,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003835335.1_ASM383533v1_genomic.fna,98.5991,1984,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003955265.1_ASM395526v1_genomic.fna,98.5985,1913,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_902202855.1_BS2365_genomic.fna,98.596,1957,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003703685.1_ASM370368v1_genomic.fna,98.5943,1991,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123515.1_ASM412351v1_genomic.fna,98.5943,1917,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123615.1_ASM412361v1_genomic.fna,98.5933,1907,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123435.1_ASM412343v1_genomic.fna,98.5882,1969,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003936975.1_ASM393697v1_genomic.fna,98.5882,1916,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123525.1_ASM412352v1_genomic.fna,98.5876,1932,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123635.1_ASM412363v1_genomic.fna,98.5873,1941,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003968895.1_ASM396889v1_genomic.fna,98.5872,1972,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004053865.1_ASM405386v1_genomic.fna,98.584,1991,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003975555.1_ASM397555v1_genomic.fna,98.5837,1997,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003976655.1_ASM397665v1_genomic.fna,98.5836,1978,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148485.1_Z_genomic.fna,98.583,1865,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003703855.1_ASM370385v1_genomic.fna,98.5815,1990,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123415.1_ASM412341v1_genomic.fna,98.5812,1959,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123475.1_ASM412347v1_genomic.fna,98.5798,1948,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148165.1_L_genomic.fna,98.5785,1865,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123445.1_ASM412344v1_genomic.fna,98.5781,1927,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148455.1_V_genomic.fna,98.57700000000001,1851,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_009765195.1_ASM976519v1_genomic.fna,98.5766,1948,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123425.1_ASM412342v1_genomic.fna,98.5742,1930,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004123625.1_ASM412362v1_genomic.fna,98.573,1955,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003969955.1_ASM396995v1_genomic.fna,98.5726,1919,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148335.1_M_genomic.fna,98.5715,1857,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144735.1_131_genomic.fna,98.5704,1912,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144715.1_128_genomic.fna,98.5649,1914,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144725.1_130_genomic.fna,98.5646,1908,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144745.1_132_genomic.fna,98.5637,1906,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148445.1_U_genomic.fna,98.5564,1851,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004375175.1_ASM437517v1_genomic.fna,98.5558,1985,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003836685.1_ASM383668v1_genomic.fna,98.5554,1983,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003836605.1_ASM383660v1_genomic.fna,98.5547,1998,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144655.1_123_genomic.fna,98.553,1935,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003975615.1_ASM397561v1_genomic.fna,98.5526,1973,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144705.1_129_genomic.fna,98.5479,1894,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144665.1_124_genomic.fna,98.5459,1947,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144675.1_125_genomic.fna,98.5452,1928,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144685.1_126_genomic.fna,98.5438,1878,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900147695.1_124_1_genomic.fna,98.5375,1941,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003975605.1_ASM397560v1_genomic.fna,98.5368,1988,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900147715.1_127_1_genomic.fna,98.5364,1881,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900146575.1_328_genomic.fna,98.5291,1932,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900146535.1_324_genomic.fna,98.5262,1941,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_009925095.1_ASM992509v1_genomic.fna,98.5237,1954,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144755.1_133_genomic.fna,98.5172,1884,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144695.1_127_genomic.fna,98.5133,1885,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_009939155.1_ASM993915v1_genomic.fna,98.506,1988,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003976755.1_ASM397675v1_genomic.fna,98.4884,1988,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144315.1_88_genomic.fna,98.484,1961,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144005.1_76_genomic.fna,98.4814,1940,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144295.1_87_genomic.fna,98.4729,1903,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144305.1_90_genomic.fna,98.4726,1938,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144275.1_83_genomic.fna,98.4723,1912,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144235.1_82_genomic.fna,98.4682,1955,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148275.1_LRJ15_genomic.fna,98.4615,1937,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144255.1_85_genomic.fna,98.4534,1897,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148045.1_82_1_genomic.fna,98.4523,1950,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144265.1_86_genomic.fna,98.4518,1939,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900143905.1_77_genomic.fna,98.4494,1937,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148035.1_81_1_genomic.fna,98.4477,1917,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003840655.1_ASM384065v1_genomic.fna,98.4465,1952,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144335.1_91_genomic.fna,98.4409,1921,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144285.1_84_genomic.fna,98.44,1923,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148265.1_LRJ14_genomic.fna,98.4282,1927,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144325.1_89_genomic.fna,98.428,1943,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144205.1_78_genomic.fna,98.4242,1905,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144245.1_81_genomic.fna,98.4039,1875,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144195.1_79_genomic.fna,98.4015,1880,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144215.1_80_genomic.fna,98.3976,1873,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003834825.1_ASM383482v1_genomic.fna,98.1713,1961,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_009725015.1_ULIV_Paeru4068_1.0_genomic.fna,98.1544,1976,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_009727245.1_ASM972724v1_genomic.fna,98.0961,1973,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003837645.1_ASM383764v1_genomic.fna,98.0823,1947,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003837025.1_ASM383702v1_genomic.fna,98.0771,1925,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003973885.1_ASM397388v1_genomic.fna,98.0769,1956,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900455145.1_43251_E01_genomic.fna,98.0745,1928,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003837195.1_ASM383719v1_genomic.fna,98.0708,1953,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004347045.1_ASM434704v1_genomic.fna,98.0707,1967,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003968615.1_ASM396861v1_genomic.fna,98.0705,1861,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003836705.1_ASM383670v1_genomic.fna,98.06700000000001,1966,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003977955.1_ASM397795v1_genomic.fna,98.0664,1943,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148295.1_LRJ17_genomic.fna,98.0617,1935,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003975885.1_ASM397588v1_genomic.fna,98.0573,1953,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003835165.1_ASM383516v1_genomic.fna,98.0539,1927,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900148285.1_LRJ16_genomic.fna,98.0494,1948,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003975085.1_ASM397508v1_genomic.fna,98.0472,1953,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900147625.1_436_genomic.fna,98.045,1874,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144775.1_134_genomic.fna,98.0435,1859,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900147555.1_427_genomic.fna,98.0428,1889,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003975835.1_ASM397583v1_genomic.fna,98.0325,1936,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003839755.1_ASM383975v1_genomic.fna,98.0259,1930,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900144905.1_148_genomic.fna,98.0123,1838,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900147495.1_423_genomic.fna,98.0102,1862,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900147745.1_138_1_genomic.fna,98.0032,1851,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_900147995.1_439_1_genomic.fna,97.9984,1833,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_004370095.1_ASM437009v1_genomic.fna,97.5199,1952,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003836505.1_ASM383650v1_genomic.fna,97.4827,1928,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003836525.1_ASM383652v1_genomic.fna,97.475,1944,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003973815.1_ASM397381v1_genomic.fna,97.4711,1957,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003833685.1_ASM383368v1_genomic.fna,97.4604,1948,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003976665.1_ASM397666v1_genomic.fna,97.4482,1941,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003835685.1_ASM383568v1_genomic.fna,97.439,1943,2088
GCF_000006765.1_ASM676v1_genomic.fna,GCF_003840205.1_ASM384020v1_genomic.fna,97.4375,1942,2088
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_000952205.1_ASM95220v1_genomic.fna,98.0212,1328,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_001575085.1_ASM157508v1_genomic.fna,97.9548,1324,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_000282955.1_ASM28295v1_genomic.fna,97.8944,1308,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_001705635.1_ASM170563v1_genomic.fna,97.8359,1334,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_001038645.1_ASM103864v1_genomic.fna,97.8173,1352,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003008495.1_ASM300849v1_genomic.fna,97.789,1347,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_001062345.1_ASM106234v1_genomic.fna,97.7751,1289,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_001276475.1_ASM127647v1_genomic.fna,97.7697,1268,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_002193135.1_ASM219313v1_genomic.fna,97.7401,1320,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_002282995.1_ASM228299v1_genomic.fna,97.6695,1329,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_002027175.1_ASM202717v1_genomic.fna,97.6653,1303,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_000280555.1_ASM28055v1_genomic.fna,97.6569,1312,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003047145.2_ASM304714v2_genomic.fna,97.6535,1333,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003410115.1_ASM341011v1_genomic.fna,97.6394,1336,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_002093045.2_ASM209304v2_genomic.fna,97.625,1187,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_000195105.1_ASM19510v1_genomic.fna,97.5909,1348,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003255915.1_ASM325591v1_genomic.fna,97.5528,1350,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_001064225.1_ASM106422v1_genomic.fna,97.5263,1291,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_000013785.1_ASM1378v1_genomic.fna,97.2718,1332,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_000416345.1_PstB1SMN1_1.0_genomic.fna,97.1215,1344,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_900636845.1_44858_G01_genomic.fna,97.8633,1353,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936745.1_ASM393674v1_genomic.fna,97.7642,1308,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003935545.1_ASM393554v1_genomic.fna,97.6803,1322,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936055.1_ASM393605v1_genomic.fna,97.655,1349,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936035.1_ASM393603v1_genomic.fna,97.6499,1350,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936715.1_ASM393671v1_genomic.fna,97.6451,1329,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936705.1_ASM393670v1_genomic.fna,97.6438,1349,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003935625.1_ASM393562v1_genomic.fna,97.6434,1341,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003940495.1_ASM394049v1_genomic.fna,97.6321,1356,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_004793985.1_ASM479398v1_genomic.fna,97.6172,1341,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003940515.1_ASM394051v1_genomic.fna,97.6011,1329,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936085.1_ASM393608v1_genomic.fna,97.5941,1324,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936075.1_ASM393607v1_genomic.fna,97.5938,1345,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003935935.1_ASM393593v1_genomic.fna,97.5872,1310,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936125.1_ASM393612v1_genomic.fna,97.5751,1333,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003940545.1_ASM394054v1_genomic.fna,97.5646,1303,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003935955.1_ASM393595v1_genomic.fna,97.5579,1314,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003935575.1_ASM393557v1_genomic.fna,97.5486,1330,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936025.1_ASM393602v1_genomic.fna,97.5427,1302,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003935965.1_ASM393596v1_genomic.fna,97.5257,1336,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003935565.1_ASM393556v1_genomic.fna,97.5093,1296,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_004683755.1_ASM468375v1_genomic.fna,97.4762,1318,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003936675.1_ASM393667v1_genomic.fna,97.4388,1327,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003965105.1_ASM396510v1_genomic.fna,97.4293,1301,1515
GCF_000219605.1_ASM21960v1_genomic.fna,GCF_003940985.1_ASM394098v1_genomic.fna,97.3123,1328,1515
GCF_000259195.1_LF10417_PSEudwD_genomic.fna,GCF_002811135.1_ASM281113v1_genomic.fna,99.3897,1748,1853
GCF_000259195.1_LF10417_PSEudwD_genomic.fna,GCF_000696345.1_ASM69634v1_genomic.fna,99.3225,1736,1853
GCF_000259195.1_LF10417_PSEudwD_genomic.fna,GCF_009866705.1_ASM986670v1_genomic.fna,99.29899999999999,1747,1853
GCF_000364625.1_ASM36462v1_genomic.fna,GCF_000513835.1_ASM51383v1_genomic.fna,99.2406,1130,1214
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001269475.1_ASM126947v1_genomic.fna,99.995,2276,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_003666515.1_ASM366651v1_genomic.fna,99.9723,2246,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001269495.1_ASM126949v1_genomic.fna,99.0861,2229,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_002006545.1_ASM200654v1_genomic.fna,98.98100000000001,2231,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001269485.1_ASM126948v1_genomic.fna,98.8544,2194,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_002899905.1_ASM289990v1_genomic.fna,98.8282,2147,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001906615.1_ASM190661v1_genomic.fna,98.8143,2167,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001682935.1_ASM168293v1_genomic.fna,98.8061,2170,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001682945.1_ASM168294v1_genomic.fna,98.7975,2170,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001906625.1_ASM190662v1_genomic.fna,98.7975,2162,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001904985.1_ASM190498v1_genomic.fna,98.7941,2175,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001906605.1_ASM190660v1_genomic.fna,98.7833,2176,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_000285955.1_ASM28595v1_genomic.fna,98.7778,2141,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001269465.1_ASM126946v1_genomic.fna,98.7556,2193,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_000012265.1_ASM1226v1_genomic.fna,98.7555,2194,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001874665.1_ASM187466v1_genomic.fna,98.7489,2123,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_000828695.1_ASM82869v1_genomic.fna,98.5471,2202,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_003004465.1_ASM300446v1_genomic.fna,98.5363,2143,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_002901745.1_ASM290174v1_genomic.fna,98.4734,2097,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_002208745.2_ASM220874v2_genomic.fna,98.2086,1174,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001021695.1_ASM102169v1_genomic.fna,97.1969,2038,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_001020815.1_ASM102081v1_genomic.fna,97.0978,2023,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_900560965.1_PPRCHA0_genomic.fna,99.9993,2285,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_003731905.1_ASM373190v1_genomic.fna,99.0853,2211,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_003752305.1_ASM375230v1_genomic.fna,99.022,2207,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_003751575.1_ASM375157v1_genomic.fna,99.0129,2207,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_006540245.1_ASM654024v1_genomic.fna,98.9847,2186,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_009897645.1_ASM989764v1_genomic.fna,98.8406,2184,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_003731945.1_ASM373194v1_genomic.fna,98.8397,2169,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_003732085.1_ASM373208v1_genomic.fna,98.823,2171,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_900116505.1_IMG-taxon_2599185160_annotated_assembly_genomic.fna,98.818,2172,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_900103335.1_IMG-taxon_2599185186_annotated_assembly_genomic.fna,98.8024,2173,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_900119675.1_IMG-taxon_2600255313_annotated_assembly_genomic.fna,98.7881,2172,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_900119635.1_IMG-taxon_2599185356_annotated_assembly_genomic.fna,98.7879,2168,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_900102935.1_IMG-taxon_2599185181_annotated_assembly_genomic.fna,98.7796,2176,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_003731955.1_ASM373195v1_genomic.fna,98.7771,2167,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_900111855.1_IMG-taxon_2599185164_annotated_assembly_genomic.fna,98.7762,2175,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_008807695.1_ASM880769v1_genomic.fna,98.7725,2202,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_900109335.1_IMG-taxon_2599185165_annotated_assembly_genomic.fna,98.7657,2179,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_009745915.1_ASM974591v1_genomic.fna,98.7624,2199,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_005887595.1_ASM588759v1_genomic.fna,98.7585,2192,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_008807675.1_ASM880767v1_genomic.fna,98.7495,2206,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_008807715.1_ASM880771v1_genomic.fna,98.749,2203,2289
GCF_000397205.1_ASM39720v1_genomic.fna,GCF_900110785.1_IMG-taxon_2599185182_annotated_assembly_genomic.fna,98.5598,2138,2289
