"filename","cleaned_filename","sseqid","stitle","mismatch","positive","gaps","ppos","pident","qcovs","evalue","bitscore","qseqid","mod_species","ani","clade","fabv_pa"
"GCF_003841015.1_ASM384101v1_genomic.fna","1_NSZL01000001","1_NSZL01000001_03917","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",99.2878,"aeruginosa",1
"GCF_003841045.1_ASM384104v1_genomic.fna","1_NTAF01000001","1_NTAF01000001_05376","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2562,"aeruginosa",1
"GCF_003841055.1_ASM384105v1_genomic.fna","1_NSZN01000001","1_NSZN01000001_00838","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.6076,"aeruginosa",1
"GCF_003841085.1_ASM384108v1_genomic.fna","1_NSZQ01000001","1_NSZQ01000001_05363","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3039,"aeruginosa",1
"GCF_003841095.1_ASM384109v1_genomic.fna","1_NTAM01000001","1_NTAM01000001_00233","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2553,"aeruginosa",1
"GCF_003841125.1_ASM384112v1_genomic.fna","1_NSZW01000001","1_NSZW01000001_05864","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3296,"aeruginosa",1
"GCF_003841145.1_ASM384114v1_genomic.fna","1_NTAI01000001","1_NTAI01000001_05233","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.724,"aeruginosa",1
"GCF_003841165.1_ASM384116v1_genomic.fna","1_NTAJ01000001","1_NTAJ01000001_00360","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3337,"aeruginosa",1
"GCF_003841185.1_ASM384118v1_genomic.fna","1_NTAS01000001","1_NTAS01000001_02329","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2998,"aeruginosa",1
"GCF_003841205.1_ASM384120v1_genomic.fna","1_NTAW01000001","1_NTAW01000001_02261","unannotated protein",1,398,0,100,99.749,100,0,813,"pao1_fabv","aeruginosa",98.7273,"aeruginosa",1
"GCF_003841235.1_ASM384123v1_genomic.fna","1_NTAX01000001","1_NTAX01000001_00457","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",99.2056,"aeruginosa",1
"GCF_003841305.1_ASM384130v1_genomic.fna","1_NTBB01000001","1_NTBB01000001_02549","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.7244,"aeruginosa",1
"GCF_003841515.1_ASM384151v1_genomic.fna","1_NTAH01000001","1_NTAH01000001_06204","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.4428,"aeruginosa",1
"GCF_003841525.1_ASM384152v1_genomic.fna","1_NTAL01000001","1_NTAL01000001_02272","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.7455,"aeruginosa",1
"GCF_003841565.1_ASM384156v1_genomic.fna","1_NTAP01000001","1_NTAP01000001_03762","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3461,"aeruginosa",1
"GCF_003841575.1_ASM384157v1_genomic.fna","1_NTAK01000001","1_NTAK01000001_00943","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2561,"aeruginosa",1
"GCF_003841605.1_ASM384160v1_genomic.fna","1_NTAN01000001","1_NTAN01000001_03456","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2319,"aeruginosa",1
"GCF_003841615.1_ASM384161v1_genomic.fna","1_NTAO01000001","1_NTAO01000001_03465","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2297,"aeruginosa",1
"GCF_003841625.1_ASM384162v1_genomic.fna","1_NTAQ01000001","1_NTAQ01000001_02241","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3103,"aeruginosa",1
"GCF_003841635.1_ASM384163v1_genomic.fna","1_NTAU01000001","1_NTAU01000001_04755","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.7808,"aeruginosa",1
"GCF_003841645.1_ASM384164v1_genomic.fna","1_NTAT01000001","1_NTAT01000001_00691","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2828,"aeruginosa",1
"GCF_003841705.1_ASM384170v1_genomic.fna","1_NTAR01000001","1_NTAR01000001_00228","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.7729,"aeruginosa",1
"GCF_003841715.1_ASM384171v1_genomic.fna","1_NTAV01000001","1_NTAV01000001_02836","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.271,"aeruginosa",1
"GCF_003841745.1_ASM384174v1_genomic.fna","1_NTAY01000001","1_NTAY01000001_03553","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2667,"aeruginosa",1
"GCF_003841755.1_ASM384175v1_genomic.fna","1_NTBA01000001","1_NTBA01000001_00541","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2445,"aeruginosa",1
"GCF_003841775.1_ASM384177v1_genomic.fna","1_NTBC01000001","1_NTBC01000001_00231","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3381,"aeruginosa",1
"GCF_003841805.1_ASM384180v1_genomic.fna","1_NTAZ01000001","1_NTAZ01000001_00748","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2393,"aeruginosa",1
"GCF_003841815.1_ASM384181v1_genomic.fna","1_NTBD01000001","1_NTBD01000001_04180","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3339,"aeruginosa",1
"GCF_003850605.1_ASM385060v1_genomic.fna","16_CP027713","16_CP027713_02626","unannotated protein",82,356,0,89.67,79.345,99,0,663,"pao1_fabv","chlororaphis",96.448,"fluorescens",1
"GCF_003851145.1_ASM385114v1_genomic.fna","16_CP027714","16_CP027714_02536","unannotated protein",83,356,0,89.67,79.093,99,0,663,"pao1_fabv","chlororaphis",97.2358,"fluorescens",1
"GCF_003851165.1_ASM385116v1_genomic.fna","16_CP027715","16_CP027715_02566","unannotated protein",82,356,0,89.67,79.345,99,0,663,"pao1_fabv","chlororaphis",95.2474,"fluorescens",1
"GCF_003851205.1_ASM385120v1_genomic.fna","16_CP027741","16_CP027741_02680","unannotated protein",82,356,0,89.67,79.345,99,0,663,"pao1_fabv","chlororaphis",95.1449,"fluorescens",1
"GCF_003851225.1_ASM385122v1_genomic.fna","16_CP027743","16_CP027743_02573","unannotated protein",82,356,0,89.67,79.345,99,0,663,"pao1_fabv","chlororaphis",95.1411,"fluorescens",1
"GCF_003851265.1_ASM385126v1_genomic.fna","16_CP027744","16_CP027744_02606","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.2144,"fluorescens",1
"GCF_003851305.1_ASM385130v1_genomic.fna","16_CP027717","16_CP027717_02575","unannotated protein",82,356,0,89.67,79.345,99,0,663,"pao1_fabv","chlororaphis",95.2697,"fluorescens",1
"GCF_003851345.1_ASM385134v1_genomic.fna","16_CP027718","16_CP027718_02598","unannotated protein",83,356,0,89.67,79.093,99,0,662,"pao1_fabv","chlororaphis",95.1939,"fluorescens",1
"GCF_003851365.1_ASM385136v1_genomic.fna","16_CP027719","16_CP027719_02788","unannotated protein",83,356,0,89.67,79.093,99,0,664,"pao1_fabv","chlororaphis",95.2072,"fluorescens",1
"GCF_003851385.1_ASM385138v1_genomic.fna","16_CP027722","16_CP027722_02563","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.2428,"fluorescens",1
"GCF_003851405.1_ASM385140v1_genomic.fna","16_CP027747","16_CP027747_02614","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.2681,"fluorescens",1
"GCF_003851425.1_ASM385142v1_genomic.fna","16_CP027748","16_CP027748_02614","unannotated protein",82,358,0,90.18,79.345,99,0,665,"pao1_fabv","chlororaphis",95.2305,"fluorescens",1
"GCF_003851445.1_ASM385144v1_genomic.fna","16_CP027750","16_CP027750_02578","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.2202,"fluorescens",1
"GCF_003851465.1_ASM385146v1_genomic.fna","79_CP027754","79_CP027754_01874","unannotated protein",99,347,1,87.19,74.874,100,0,619,"pao1_fabv","synxantha_group",95.8732,"fluorescens",1
"GCF_003851495.1_ASM385149v1_genomic.fna","79_CP027755","79_CP027755_01618","unannotated protein",98,346,1,86.93,75.126,100,0,619,"pao1_fabv","synxantha_group",95.3929,"fluorescens",1
"GCF_003851525.1_ASM385152v1_genomic.fna","79_CP027757","79_CP027757_01584","unannotated protein",99,346,1,86.93,74.874,100,0,618,"pao1_fabv","synxantha_group",96.4746,"fluorescens",1
"GCF_003851555.1_ASM385155v1_genomic.fna","79_CP027756","79_CP027756_01728","unannotated protein",98,346,1,86.93,75.126,100,0,619,"pao1_fabv","synxantha_group",99.8491,"fluorescens",1
"GCF_003851585.1_ASM385158v1_genomic.fna","114_CP027724","114_CP027724_01489","unannotated protein",97,347,1,87.19,75.377,100,0,622,"pao1_fabv","orientalis",96.7699,"fluorescens",1
"GCF_003851605.1_ASM385160v1_genomic.fna","114_CP027725","114_CP027725_01485","unannotated protein",97,348,5,86.57,74.627,100,0,618,"pao1_fabv","orientalis",96.0785,"fluorescens",1
"GCF_003851645.1_ASM385164v1_genomic.fna","114_CP027726","114_CP027726_01552","unannotated protein",99,348,5,86.57,74.129,100,0,616,"pao1_fabv","orientalis",96.0745,"fluorescens",1
"GCF_003851785.1_ASM385178v1_genomic.fna","16_CP027716","16_CP027716_02512","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.1192,"fluorescens",1
"GCF_003851805.1_ASM385180v1_genomic.fna","16_CP027742","16_CP027742_02681","unannotated protein",82,356,0,89.67,79.345,99,0,663,"pao1_fabv","chlororaphis",95.1861,"fluorescens",1
"GCF_003851835.1_ASM385183v1_genomic.fna","16_CP027746","16_CP027746_02567","unannotated protein",82,356,0,89.67,79.345,99,0,663,"pao1_fabv","chlororaphis",95.138,"fluorescens",1
"GCF_003851865.1_ASM385186v1_genomic.fna","16_CP027721","16_CP027721_02643","unannotated protein",83,356,0,89.67,79.093,99,0,663,"pao1_fabv","chlororaphis",95.2168,"fluorescens",1
"GCF_003851905.1_ASM385190v1_genomic.fna","16_CP027720","16_CP027720_02637","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.1233,"fluorescens",1
"GCF_003851925.1_ASM385192v1_genomic.fna","16_CP027749","16_CP027749_02684","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.1528,"fluorescens",1
"GCF_003851955.1_ASM385195v1_genomic.fna","16_CP027751","16_CP027751_02614","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.1639,"fluorescens",1
"GCF_003851985.1_ASM385198v1_genomic.fna","16_CP027753","16_CP027753_02902","unannotated protein",82,356,0,89.67,79.345,99,0,663,"pao1_fabv","chlororaphis",95.6701,"fluorescens",1
"GCF_003852005.1_ASM385200v1_genomic.fna","16_CP027752","16_CP027752_02663","unannotated protein",82,357,0,89.92,79.345,99,0,664,"pao1_fabv","chlororaphis",95.1634,"fluorescens",1
"GCF_003852025.1_ASM385202v1_genomic.fna","79_CP027758","79_CP027758_01669","unannotated protein",98,346,1,86.93,75.126,100,0,619,"pao1_fabv","synxantha_group",96.3998,"fluorescens",1
"GCF_003852045.1_ASM385204v1_genomic.fna","114_CP027723","114_CP027723_01489","unannotated protein",99,347,1,87.19,74.874,100,0,621,"pao1_fabv","orientalis",96.1721,"fluorescens",1
"GCF_003858115.1_ASM385811v1_genomic.fna","1_NSSC01000001","1_NSSC01000001_04345","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3654,"aeruginosa",1
"GCF_003858125.1_ASM385812v1_genomic.fna","1_NSSD01000001","1_NSSD01000001_00231","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3041,"aeruginosa",1
"GCF_003858155.1_ASM385815v1_genomic.fna","1_NSSG01000001","1_NSSG01000001_00827","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2885,"aeruginosa",1
"GCF_003858595.1_ASM385859v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syringae",97.2524,"syringae",0
"GCF_003863425.1_ASM386342v1_genomic.fna","1_RRBY01000100","1_RRBY01000100_05300","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2221,"aeruginosa",1
"GCF_003863445.1_ASM386344v1_genomic.fna","1_RRBX01000010","1_RRBX01000010_05154","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2548,"aeruginosa",1
"GCF_003863485.1_ASM386348v1_genomic.fna","1_RRBU01000100","1_RRBU01000100_05032","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2996,"aeruginosa",1
"GCF_003863495.1_ASM386349v1_genomic.fna","1_RRBT01000010","1_RRBT01000010_00048","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3147,"aeruginosa",1
"GCF_003863515.1_ASM386351v1_genomic.fna","1_RRBR01000010","1_RRBR01000010_04941","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2627,"aeruginosa",1
"GCF_003863555.1_ASM386355v1_genomic.fna","1_RRBP01000010","1_RRBP01000010_00413","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2633,"aeruginosa",1
"GCF_003863575.1_ASM386357v1_genomic.fna","1_RRBN01000010","1_RRBN01000010_00163","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2509,"aeruginosa",1
"GCF_003863585.1_ASM386358v1_genomic.fna","1_RRBL01000100","1_RRBL01000100_05706","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.6799,"aeruginosa",1
"GCF_003863605.1_ASM386360v1_genomic.fna","1_RRBJ01000100","1_RRBJ01000100_05045","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.247,"aeruginosa",1
"GCF_003863635.1_ASM386363v1_genomic.fna","1_RRBI01000010","1_RRBI01000010_03462","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.276,"aeruginosa",1
"GCF_003863645.1_ASM386364v1_genomic.fna","1_RRBH01000010","1_RRBH01000010_05652","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.7965,"aeruginosa",1
"GCF_003863675.1_ASM386367v1_genomic.fna","1_RRBF01000100","1_RRBF01000100_03664","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3155,"aeruginosa",1
"GCF_003863685.1_ASM386368v1_genomic.fna","1_RRBZ01000078","1_RRBZ01000078_00619","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2631,"aeruginosa",1
"GCF_003863715.1_ASM386371v1_genomic.fna","1_RRBV01000100","1_RRBV01000100_02951","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3221,"aeruginosa",1
"GCF_003863725.1_ASM386372v1_genomic.fna","1_RRBS01000100","1_RRBS01000100_04645","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2663,"aeruginosa",1
"GCF_003863745.1_ASM386374v1_genomic.fna","1_RRBQ01000010","1_RRBQ01000010_05336","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.288,"aeruginosa",1
"GCF_003863775.1_ASM386377v1_genomic.fna","1_RRBO01000010","1_RRBO01000010_05903","unannotated protein",1,397,0,99.75,99.749,100,0,813,"pao1_fabv","aeruginosa",99.1971,"aeruginosa",1
"GCF_003863785.1_ASM386378v1_genomic.fna","1_RRBM01000100","1_RRBM01000100_04902","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.6832,"aeruginosa",1
"GCF_003863815.1_ASM386381v1_genomic.fna","1_RRBK01000100","1_RRBK01000100_02449","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.6496,"aeruginosa",1
"GCF_003863825.1_ASM386382v1_genomic.fna","1_RRBG01000010","1_RRBG01000010_05525","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3042,"aeruginosa",1
"GCF_003863865.1_ASM386386v1_genomic.fna","1_RRBC01000100","1_RRBC01000100_05031","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.251,"aeruginosa",1
"GCF_003863945.1_ASM386394v1_genomic.fna","1_RRBD01000100","1_RRBD01000100_06223","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2346,"aeruginosa",1
"GCF_003866475.1_ASM386647v1_genomic.fna","1_QXJN01000010","1_QXJN01000010_05225","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.6269,"aeruginosa",1
"GCF_003933315.1_ASM393331v1_genomic.fna","1_QVIR01000010","1_QVIR01000010_00442","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.7936,"aeruginosa",1
"GCF_003933495.1_ASM393349v1_genomic.fna","1_QVIQ01000001","1_QVIQ01000001_05109","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",98.7799,"aeruginosa",1
"GCF_003934215.1_ASM393421v1_genomic.fna","1_NSPQ01000001","1_NSPQ01000001_05237","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.7197,"aeruginosa",1
"GCF_003934225.1_ASM393422v1_genomic.fna","1_NSPI01000001","1_NSPI01000001_05176","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.7086,"aeruginosa",1
"GCF_003935345.1_ASM393534v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chloritidismutans_group",97.1061,"stutzeri",0
"GCF_003935375.1_ASM393537v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chloritidismutans_group",96.9753,"stutzeri",0
"GCF_003935545.1_ASM393554v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.6803,"stutzeri",0
"GCF_003935565.1_ASM393556v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5093,"stutzeri",0
"GCF_003935575.1_ASM393557v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5486,"stutzeri",0
"GCF_003935605.1_ASM393560v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chloritidismutans_group",97.0167,"stutzeri",0
"GCF_003935625.1_ASM393562v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.6434,"stutzeri",0
"GCF_003935835.1_ASM393583v1_genomic.fna","1_RHSV01000010","1_RHSV01000010_04659","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1659,"aeruginosa",1
"GCF_003935935.1_ASM393593v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5872,"stutzeri",0
"GCF_003935955.1_ASM393595v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5579,"stutzeri",0
"GCF_003935965.1_ASM393596v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5257,"stutzeri",0
"GCF_003936025.1_ASM393602v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5427,"stutzeri",0
"GCF_003936035.1_ASM393603v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.6499,"stutzeri",0
"GCF_003936055.1_ASM393605v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.655,"stutzeri",0
"GCF_003936075.1_ASM393607v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5938,"stutzeri",0
"GCF_003936085.1_ASM393608v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5941,"stutzeri",0
"GCF_003936125.1_ASM393612v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5751,"stutzeri",0
"GCF_003936165.1_ASM393616v1_genomic.fna","72_RHRX01000010","72_RHRX01000010_02621","unannotated protein",153,308,5,77.78,60.101,98,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000768,474,"pao1_fabv","fulva",99.3598,"putida",1
"GCF_003936185.1_ASM393618v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"luteola_group",97.4943,"oryzihabitans",0
"GCF_003936225.1_ASM393622v1_genomic.fna","1_RHSD01000010","1_RHSD01000010_04250","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1841,"aeruginosa",1
"GCF_003936235.1_ASM393623v1_genomic.fna","1_RHSA01000100","1_RHSA01000100_04512","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.0373,"aeruginosa",1
"GCF_003936245.1_ASM393624v1_genomic.fna","1_RHSK01000010","1_RHSK01000010_03843","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1888,"aeruginosa",1
"GCF_003936255.1_ASM393625v1_genomic.fna","1_RHSE01000010","1_RHSE01000010_00240","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1421,"aeruginosa",1
"GCF_003936295.1_ASM393629v1_genomic.fna","1_RHSL01000010","1_RHSL01000010_05557","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3341,"aeruginosa",1
"GCF_003936325.1_ASM393632v1_genomic.fna","1_RHSS01000010","1_RHSS01000010_05138","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3384,"aeruginosa",1
"GCF_003936385.1_ASM393638v1_genomic.fna","1_RHSZ01000100","1_RHSZ01000100_04786","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3043,"aeruginosa",1
"GCF_003936675.1_ASM393667v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.4388,"stutzeri",0
"GCF_003936705.1_ASM393670v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.6438,"stutzeri",0
"GCF_003936715.1_ASM393671v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.6451,"stutzeri",0
"GCF_003936745.1_ASM393674v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.7642,"stutzeri",0
"GCF_003936775.1_ASM393677v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oleovorans_group",97.357,"oleovorans",0
"GCF_003936815.1_ASM393681v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"luteola_group",99.8144,"oryzihabitans",0
"GCF_003936835.1_ASM393683v1_genomic.fna","1_RHSF01000100","1_RHSF01000100_04853","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.7101,"aeruginosa",1
"GCF_003936865.1_ASM393686v1_genomic.fna","1_RHSI01000100","1_RHSI01000100_04059","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.7165,"aeruginosa",1
"GCF_003936905.1_ASM393690v1_genomic.fna","1_RHSJ01000010","1_RHSJ01000010_05570","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3444,"aeruginosa",1
"GCF_003936925.1_ASM393692v1_genomic.fna","1_RHST01000010","1_RHST01000010_03898","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1781,"aeruginosa",1
"GCF_003936935.1_ASM393693v1_genomic.fna","1_RHSP01000010","1_RHSP01000010_04725","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1767,"aeruginosa",1
"GCF_003936965.1_ASM393696v1_genomic.fna","1_RHSY01000100","1_RHSY01000100_04892","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.2985,"aeruginosa",1
"GCF_003936975.1_ASM393697v1_genomic.fna","1_RHTB01000100","1_RHTB01000100_04189","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.5882,"aeruginosa",1
"GCF_003937375.1_ASM393737v1_genomic.fna","1_RHSQ01000010","1_RHSQ01000010_04654","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1747,"aeruginosa",1
"GCF_003937395.1_ASM393739v1_genomic.fna","1_RHSR01000010","1_RHSR01000010_04748","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1892,"aeruginosa",1
"GCF_003938805.1_ASM393880v1_genomic.fna","1_RKJI01000001","1_RKJI01000001_04344","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1457,"aeruginosa",1
"GCF_003939105.1_ASM393910v1_genomic.fna","1_RHSN01000010","1_RHSN01000010_05327","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.34,"aeruginosa",1
"GCF_003939685.1_ASM393968v1_genomic.fna","1_RHSM01000010","1_RHSM01000010_05556","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.3325,"aeruginosa",1
"GCF_003939695.1_ASM393969v1_genomic.fna","1_RHSO01000010","1_RHSO01000010_04388","unannotated protein",0,398,0,100,100,100,0,815,"pao1_fabv","aeruginosa",99.1811,"aeruginosa",1
"GCF_003940495.1_ASM394049v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.6321,"stutzeri",0
"GCF_003940515.1_ASM394051v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.6011,"stutzeri",0
"GCF_003940545.1_ASM394054v1_genomic.fna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stutzeri",97.5646,"stutzeri",0
"GCF_003940575.1_ASM394057v1_genomic.fna","1_RHRZ01000010","1_RHRZ01000010_05344","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.6824,"aeruginosa",1
"GCF_003940585.1_ASM394058v1_genomic.fna","1_RHSB01000010","1_RHSB01000010_05220","unannotated protein",1,397,0,99.75,99.749,100,0,812,"pao1_fabv","aeruginosa",98.7037,"aeruginosa",1
