Bin Id,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity
GCF_000296325.1_PAO579-1.0_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000297355.1_ASM29735v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000412555.1_C_1426_genomic,Pseudomonas (5),182,833,312,2,826,5,0,0,0,99.36,0.22,20.0
GCF_000412675.1_ASM41267v1_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.11,0.0
GCF_000468935.2_ASM46893v1_genomic,Pseudomonas (5),182,833,312,3,829,1,0,0,0,99.36,0.08,0.0
GCF_000478485.2_Pseu_sp_P179_V1_genomic,Pseudomonas (5),182,833,312,1,824,8,0,0,0,99.68,1.15,0.0
GCF_000480495.1_Pseu_aeru_3567_V1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.11,0.0
GCF_000480765.1_Pseu_aeru_BL19_V1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.11,0.0
GCF_000481065.1_Pseu_aeru_BL04_V1_genomic,Pseudomonas (5),182,833,312,1,824,8,0,0,0,99.68,0.74,12.5
GCF_000481485.1_Pseu_aeru_BWH011_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000481625.1_Pseu_aeru_BWH004_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000520175.1_Pseu_aeru_PS50_V1_genomic,Pseudomonas (5),182,833,312,1,826,5,1,0,0,99.68,0.61,0.0
GCF_000520375.1_Pseu_aeru_BWHPSA041_V1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.4,50.0
GCF_000568235.2_CF_PA39_1.0_genomic,Pseudomonas (5),182,833,312,3,829,1,0,0,0,99.58,0.08,0.0
GCF_000583995.1_ASM58399v1_genomic,Pseudomonas (5),182,833,312,7,823,3,0,0,0,98.4,0.42,0.0
GCF_000626655.2_ASM62665v2_genomic,Pseudomonas (5),182,833,312,1,824,8,0,0,0,99.68,1.15,0.0
GCF_000629365.1_Pseu_aeru_PS75_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000629405.1_Pseu_aeru_BWH059_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000629525.1_Pseu_aeru_BWH053_V1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000629585.1_Pseu_aeru_BWH050_V1_genomic,Pseudomonas (5),182,833,312,3,827,3,0,0,0,99.04,0.16,0.0
GCF_000705155.1_RH_utaHolly_2_genomic,Pseudomonas (5),182,833,312,10,821,2,0,0,0,98.43,0.19,0.0
GCF_000710625.1_MRSN18971scaf_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000789705.1_AZPAE14845_genomic,Pseudomonas (5),182,833,312,11,820,1,1,0,0,98.18,0.17,0.0
GCF_000790285.1_AZPAE15046_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.63,0.08,0.0
GCF_000790425.1_AZPAE14875_genomic,Pseudomonas (5),182,833,312,1,825,7,0,0,0,99.68,0.77,14.29
GCF_000790585.1_AZPAE15024_genomic,Pseudomonas (5),182,833,312,8,824,1,0,0,0,99.13,0.08,0.0
GCF_000790785.1_AZPAE14888_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.6,0.08,0.0
GCF_000790865.1_AZPAE14891_genomic,Pseudomonas (5),182,833,312,1,830,1,1,0,0,99.68,0.14,0.0
GCF_000790905.1_AZPAE14893_genomic,Pseudomonas (5),182,833,312,12,817,4,0,0,0,98.4,0.51,0.0
GCF_000791385.1_AZPAE15054_genomic,Pseudomonas (5),182,833,312,6,825,2,0,0,0,99.04,0.13,0.0
GCF_000792675.1_AZPAE15001_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,99.36,0.43,0.0
GCF_000792785.1_AZPAE15006_genomic,Pseudomonas (5),182,833,312,4,825,4,0,0,0,99.48,0.45,0.0
GCF_000793295.1_AZPAE15061_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.6,0.4,0.0
GCF_000793595.1_AZPAE14939_genomic,Pseudomonas (5),182,833,312,10,819,4,0,0,0,98.3,0.67,25.0
GCF_000793665.1_AZPAE14917_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.63,0.4,0.0
GCF_000794185.1_AZPAE14830_genomic,Pseudomonas (5),182,833,312,4,825,4,0,0,0,99.36,0.45,0.0
GCF_000794425.1_AZPAE14550_genomic,Pseudomonas (5),182,833,312,5,827,1,0,0,0,99.57,0.08,0.0
GCF_000794505.1_AZPAE14688_genomic,Pseudomonas (5),182,833,312,14,817,2,0,0,0,98.86,0.12,0.0
GCF_000794585.1_AZPAE14692_genomic,Pseudomonas (5),182,833,312,2,828,3,0,0,0,99.6,0.16,0.0
GCF_000795115.1_AZPAE14815_genomic,Pseudomonas (5),182,833,312,6,822,5,0,0,0,99.13,0.56,0.0
GCF_000795365.1_AZPAE14827_genomic,Pseudomonas (5),182,833,312,7,818,8,0,0,0,99.19,1.15,0.0
GCF_000796255.1_AZPAE14437_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.36,0.08,0.0
GCF_000796425.1_AZPAE14509_genomic,Pseudomonas (5),182,833,312,2,829,1,1,0,0,99.64,0.4,0.0
GCF_000796825.1_AZPAE12148_genomic,Pseudomonas (5),182,833,312,5,826,2,0,0,0,98.85,0.1,0.0
GCF_000796905.1_AZPAE12152_genomic,Pseudomonas (5),182,833,312,3,828,2,0,0,0,99.41,0.19,0.0
GCF_000797085.1_AZPAE14713_genomic,Pseudomonas (5),182,833,312,3,827,3,0,0,0,99.52,0.22,0.0
GCF_000824005.1_LES_CF_sputum_CF03_contigs_14_a1_genomic,Pseudomonas (5),182,833,312,2,828,3,0,0,0,99.6,0.42,0.0
GCF_000824025.1_LES_CF_sputum_CF03_contigs_16_a1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.42,0.0
GCF_000824165.1_LES_CF_sputum_CF03_contigs_25_a1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.42,0.0
GCF_000824425.1_LES_CF_sputum_CF03_contigs_2_a1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.42,0.0
GCF_000950725.1_ASM95072v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_000988505.1_ASM98850v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.14,0.0
GCF_001020705.1_ASM102070v1_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.27,0.0
GCF_001024375.1_ASM102437v1_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,99.18,0.42,0.0
GCF_001024955.1_ASM102495v1_genomic,Pseudomonas (5),182,833,312,4,826,3,0,0,0,99.18,0.42,0.0
GCF_001034955.1_ASM103495v1_genomic,Pseudomonas (5),182,833,312,3,827,3,0,0,0,99.5,0.42,0.0
GCF_001035565.1_ASM103556v1_genomic,Pseudomonas (5),182,833,312,5,825,3,0,0,0,99.34,0.42,0.0
GCF_001036775.1_ASM103677v1_genomic,Pseudomonas (5),182,833,312,5,825,3,0,0,0,99.34,0.42,0.0
GCF_001036805.1_ASM103680v1_genomic,Pseudomonas (5),182,833,312,3,827,3,0,0,0,99.5,0.42,0.0
GCF_001036885.1_ASM103688v1_genomic,Pseudomonas (5),182,833,312,14,816,3,0,0,0,97.35,0.42,0.0
GCF_001045685.1_ASM104568v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001060205.1_ASM106020v1_genomic,Pseudomonas (5),182,833,312,4,827,2,0,0,0,99.47,0.4,0.0
GCF_001062345.1_ASM106234v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.89,0.14,0.0
GCF_001086725.1_ASM108672v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001086735.1_ASM108673v1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.45,0.0
GCF_001180665.1_P13_London_14_VIM_2_12_09_genomic,Pseudomonas (5),182,833,312,3,829,1,0,0,0,99.57,0.08,0.0
GCF_001180905.1_P25_London_12_VIM_2_08_10_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.6,0.08,0.0
GCF_001181125.1_P36_West_Midlands_5_VIM_2_06_12_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.6,0.08,0.0
GCF_001181665.1_P54_2_London_24_VIM_2_04_13_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.22,0.0
GCF_001181745.1_E12_London_26_VIM_2_06_13_genomic,Pseudomonas (5),182,833,312,2,827,4,0,0,0,99.6,0.75,50.0
GCF_001181785.1_E14_London_26_VIM_2_06_13_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001238395.1_ASM123839v1_genomic,Pseudomonas (5),182,833,312,2,827,4,0,0,0,99.79,0.27,0.0
GCF_001269885.1_ASM126988v1_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.29,0.0
GCF_001276475.1_ASM127647v1_genomic,Pseudomonas (5),182,833,312,2,828,3,0,0,0,99.84,0.18,66.67
GCF_001294115.1_PseHC_1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.24,0.0
GCF_001295285.1_ASM129528v1_genomic,Pseudomonas (5),182,833,312,10,822,1,0,0,0,98.84,0.08,0.0
GCF_001297075.1_ASM129707v1_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.16,0.0
GCF_001373695.1_237_Tsb_3_contigs_500_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.13,66.67
GCF_001373735.1_239_10Pc_1_contigs_500_genomic,Pseudomonas (5),182,833,312,3,827,3,0,0,0,99.04,0.13,66.67
GCF_001374035.1_280_15_311Bb_contigs_500_genomic,Pseudomonas (5),182,833,312,1,821,11,0,0,0,99.68,1.5,0.0
GCF_001374115.1_282_Rw110_contigs_500_genomic,Pseudomonas (5),182,833,312,1,825,7,0,0,0,99.68,0.84,0.0
GCF_001374375.1_295_Rw176_contigs_500_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.4,0.0
GCF_001374435.1_210_Rw11_contigs_500_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001374455.1_211_Rw131_contigs_500_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001401285.1_PsvICMP4352_genomic,Pseudomonas (5),182,833,312,1,826,6,0,0,0,99.68,0.41,16.67
GCF_001401405.1_PbbICMP4116_genomic,Pseudomonas (5),182,833,312,0,827,6,0,0,0,100.0,0.6,16.67
GCF_001412185.1_ASM141218v1_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.46,0.0
GCF_001414085.1_ASM141408v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001420185.1_ASM142018v1_genomic,Pseudomonas (5),182,833,312,2,826,5,0,0,0,99.52,0.84,0.0
GCF_001420245.1_ASM142024v1_genomic,Pseudomonas (5),182,833,312,3,829,1,0,0,0,99.36,0.08,0.0
GCF_001424925.1_Root329_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.19,0.0
GCF_001449835.1_WH-SGI-V-07225_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.1,50.0
GCF_001450325.1_WH-SGI-V-07056_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001450925.1_WH-SGI-V-07381_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001450985.1_WH-SGI-V-07386_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001451105.1_WH-SGI-V-07405_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001452215.1_WH-SGI-V-07641_genomic,Pseudomonas (5),182,833,312,3,826,4,0,0,0,99.36,0.45,0.0
GCF_001453065.1_WH-SGI-V-07272_genomic,Pseudomonas (5),182,833,312,2,826,5,0,0,0,99.52,0.48,0.0
GCF_001453345.1_WH-SGI-V-07624_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001453585.1_WH-SGI-V-07682_genomic,Pseudomonas (5),182,833,312,1,827,5,0,0,0,99.68,0.47,20.0
GCF_001453615.1_WH-SGI-V-07684_genomic,Pseudomonas (5),182,833,312,1,826,6,0,0,0,99.68,1.21,0.0
GCF_001453835.1_WH-SGI-V-07255_genomic,Pseudomonas (5),182,833,312,18,809,6,0,0,0,96.47,0.42,0.0
GCF_001454805.1_WH-SGI-V-07326_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001466845.1_ASM146684v1_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.52,0.24,0.0
GCF_001482725.1_ASM148272v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.96,0.32,0.0
GCF_001497455.1_ASM149745v1_genomic,Pseudomonas (5),182,833,312,0,828,5,0,0,0,100.0,0.63,0.0
GCF_001497465.1_ASM149746v1_genomic,Pseudomonas (5),182,833,312,0,828,5,0,0,0,100.0,0.63,0.0
GCF_001515585.1_ASM151558v2_genomic,Pseudomonas (5),182,833,312,2,827,4,0,0,0,99.6,0.3,0.0
GCF_001515845.2_ASM151584v2_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001516325.2_ASM151632v2_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.11,0.0
GCF_001535815.1_ASM153581v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.89,0.08,0.0
GCF_001537955.1_ASM153795v1_genomic,Pseudomonas (5),182,833,312,0,832,1,0,0,0,100.0,0.08,0.0
GCF_001538095.1_ASM153809v1_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.29,33.33
GCF_001545195.1_ASM154519v1_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.57,0.08,0.0
GCF_001554935.1_ASM155493v1_genomic,Pseudomonas (5),182,833,312,4,828,1,0,0,0,99.41,0.08,0.0
GCF_001555145.1_ASM155514v1_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.65,0.08,0.0
GCF_001602135.1_ASM160213v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.95,0.43,0.0
GCF_001605965.1_ASM160596v1_genomic,Pseudomonas (5),182,833,312,0,832,1,0,0,0,100.0,0.08,0.0
GCF_001623985.1_ASM162398v1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.74,0.0
GCF_001625455.1_ASM162545v1_genomic,Pseudomonas (5),182,833,312,0,824,9,0,0,0,100.0,1.49,0.0
GCF_001680745.1_ASM168074v1_genomic,Pseudomonas (5),182,833,312,3,824,6,0,0,0,99.36,0.55,0.0
GCF_001703595.1_ASM170359v1_genomic,Pseudomonas (5),182,833,312,1,826,6,0,0,0,99.95,0.77,16.67
GCF_001716855.1_ASM171685v1_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_001753975.1_ASM175397v1_genomic,Pseudomonas (5),182,833,312,1,826,6,0,0,0,99.68,0.77,0.0
GCF_001756495.1_ASM175649v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001765855.1_ASM176585v1_genomic,Pseudomonas (5),182,833,312,2,828,3,0,0,0,99.6,0.35,66.67
GCF_001765955.1_ASM176595v1_genomic,Pseudomonas (5),182,833,312,2,827,4,0,0,0,99.62,0.45,25.0
GCF_001765975.1_ASM176597v1_genomic,Pseudomonas (5),182,833,312,4,827,2,0,0,0,99.12,0.19,50.0
GCF_001792875.1_ASM179287v1_genomic,Pseudomonas (5),182,833,312,1,827,5,0,0,0,99.68,0.51,0.0
GCF_001806145.1_ASM180614v1_genomic,Pseudomonas (5),182,833,312,1,766,66,0,0,0,99.68,7.68,56.06
GCF_001811225.1_ASM181122v1_genomic,Pseudomonas (5),182,833,312,4,828,1,0,0,0,99.01,0.08,0.0
GCF_001813995.1_ASM181399v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001836645.1_ASM183664v1_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.36,0.13,0.0
GCF_001896125.1_ASM189612v1_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.27,0.0
GCF_001906625.1_ASM190662v1_genomic,Pseudomonas (5),182,833,312,2,827,4,0,0,0,99.62,0.8,0.0
GCF_001909585.1_ASM190958v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.13,0.0
GCF_001909775.1_ASM190977v1_genomic,Pseudomonas (5),182,833,312,2,828,3,0,0,0,99.36,0.45,33.33
GCF_001909825.1_ASM190982v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_001990335.1_ASM199033v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_002001385.1_ASM200138v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_002085755.1_ASM208575v1_genomic,Pseudomonas (5),182,833,312,3,825,4,0,1,0,99.04,0.59,30.0
GCF_002134835.1_ASM213483v1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.53,0.0
GCF_002135685.1_ASM213568v1_genomic,Pseudomonas (5),182,833,312,1,827,5,0,0,0,99.68,0.77,0.0
GCF_002136065.1_ASM213606v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.16,0.0
GCF_002136135.1_ASM213613v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.16,0.0
GCF_002136245.1_ASM213624v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.43,0.0
GCF_002136335.1_ASM213633v1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.45,0.0
GCF_002136365.1_ASM213636v1_genomic,Pseudomonas (5),182,833,312,1,827,5,0,0,0,99.68,0.77,0.0
GCF_002136445.1_ASM213644v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.16,0.0
GCF_002188505.1_ASM218850v1_genomic,Pseudomonas (5),182,833,312,2,827,4,0,0,0,99.57,0.45,0.0
GCF_002193135.1_ASM219313v1_genomic,Pseudomonas (5),182,833,312,1,818,14,0,0,0,99.68,1.96,0.0
GCF_002201225.1_ASM220122v1_genomic,Pseudomonas (5),182,833,312,1,828,3,1,0,0,99.68,1.06,0.0
GCF_002237665.1_ASM223766v1_genomic,Pseudomonas (5),182,833,312,0,822,11,0,0,0,100.0,1.39,0.0
GCF_002239425.1_ASM223942v1_genomic,Pseudomonas (5),182,833,312,8,824,1,0,0,0,99.04,0.08,0.0
GCF_002239445.1_ASM223944v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_002239485.1_ASM223948v1_genomic,Pseudomonas (5),182,833,312,4,828,1,0,0,0,98.72,0.08,0.0
GCF_002239565.1_ASM223956v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.24,0.0
GCF_002269005.1_ASM226900v1_genomic,Pseudomonas (5),182,833,312,1,827,5,0,0,0,99.68,0.43,0.0
GCF_002269085.1_ASM226908v1_genomic,Pseudomonas (5),182,833,312,0,828,5,0,0,0,100.0,0.43,0.0
GCF_002312065.1_ASM231206v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_002312235.1_ASM231223v1_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.67,0.08,0.0
GCF_002312505.1_ASM231250v1_genomic,Pseudomonas (5),182,833,312,2,830,1,0,0,0,99.67,0.08,0.0
GCF_002318745.1_ASM231874v1_genomic,Pseudomonas (5),182,833,312,1,806,26,0,0,0,99.92,3.64,92.31
GCF_002318815.1_ASM231881v1_genomic,Pseudomonas (5),182,833,312,0,814,19,0,0,0,100.0,3.77,89.47
GCF_002326045.1_ASM232604v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_002330175.1_ASM233017v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_002330355.1_ASM233035v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_002330725.1_ASM233072v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.11,0.0
GCF_002351425.1_ASM235142v1_genomic,Pseudomonas (5),182,833,312,1,827,5,0,0,0,99.68,0.48,0.0
GCF_002866725.1_ASM286672v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.4,0.0
GCF_002881645.1_GP01-A9_genomic,Pseudomonas (5),182,833,312,0,826,7,0,0,0,100.0,1.24,0.0
GCF_002881845.1_GP01-A4_genomic,Pseudomonas (5),182,833,312,0,811,21,1,0,0,100.0,3.47,4.17
GCF_002882695.1_FW507-29LB_genomic,Pseudomonas (5),182,833,312,1,824,8,0,0,0,99.89,0.89,0.0
GCF_002882735.1_GP01-A5_genomic,Pseudomonas (5),182,833,312,0,825,8,0,0,0,100.0,1.25,0.0
GCF_002882775.1_GP01-A1_genomic,Pseudomonas (5),182,833,312,0,826,7,0,0,0,100.0,1.24,0.0
GCF_002882955.1_GW123-5D08_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.62,0.0
GCF_002883095.1_GW456-12-1-14-LB2_genomic,Pseudomonas (5),182,833,312,0,827,6,0,0,0,100.0,0.64,0.0
GCF_002883245.1_GW101-3F01_genomic,Pseudomonas (5),182,833,312,0,828,5,0,0,0,100.0,0.56,0.0
GCF_002905685.2_ASM290568v2_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.24,0.0
GCF_002906135.1_ASM290613v1_genomic,Pseudomonas (5),182,833,312,0,830,3,0,0,0,100.0,0.51,0.0
GCF_002916305.1_7968A_genomic,Pseudomonas (5),182,833,312,0,828,5,0,0,0,100.0,0.32,20.0
GCF_002980215.1_ASM298021v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.51,0.0
GCF_003000655.1_ASM300065v1_genomic,Pseudomonas (5),182,833,312,1,824,8,0,0,0,99.68,0.96,0.0
GCF_003000695.1_ASM300069v1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.35,25.0
GCF_003047145.2_ASM304714v2_genomic,Pseudomonas (5),182,833,312,1,827,5,0,0,0,99.89,1.11,0.0
GCF_003053445.1_ASM305344v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.11,0.0
GCF_003057595.1_ASM305759v1_genomic,Pseudomonas (5),182,833,312,2,824,6,1,0,0,99.36,0.89,0.0
GCF_003057735.2_ASM305773v2_genomic,Pseudomonas (5),182,833,312,15,815,2,1,0,0,97.96,0.61,0.0
GCF_003205305.1_ASM320530v1_genomic,Pseudomonas (5),182,833,312,2,828,3,0,0,0,99.6,0.22,0.0
GCF_003205395.1_ASM320539v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.22,0.0
GCF_003225695.1_ASM322569v1_genomic,Pseudomonas (5),182,833,312,1,824,8,0,0,0,99.68,1.44,12.5
GCF_003225735.1_ASM322573v1_genomic,Pseudomonas (5),182,833,312,1,824,8,0,0,0,99.68,1.44,12.5
GCF_003324465.1_ASM332446v1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.45,50.0
GCF_003332415.1_ASM333241v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_003332565.1_ASM333256v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_003347525.1_ASM334752v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.13,0.0
GCF_003386755.1_ASM338675v1_genomic,Pseudomonas (5),182,833,312,2,824,7,0,0,0,99.36,0.62,0.0
GCF_003411265.1_ASM341126v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.24,33.33
GCF_003411745.1_ASM341174v1_genomic,Pseudomonas (5),182,833,312,1,829,2,1,0,0,99.68,0.19,0.0
GCF_003411845.1_ASM341184v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.13,0.0
GCF_003413245.1_ASM341324v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.89,0.14,0.0
GCF_003413375.1_ASM341337v1_genomic,Pseudomonas (5),182,833,312,0,831,2,0,0,0,100.0,0.14,0.0
GCF_003413835.1_ASM341383v1_genomic,Pseudomonas (5),182,833,312,1,830,2,0,0,0,99.68,0.11,0.0
GCF_003415685.1_ASM341568v1_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.43,25.0
GCF_003416055.1_ASM341605v1_genomic,Pseudomonas (5),182,833,312,0,829,4,0,0,0,100.0,0.43,25.0
GCF_003429185.1_ASM342918v1_genomic,Pseudomonas (5),182,833,312,1,829,2,1,0,0,99.68,0.29,20.0
GCF_003585175.1_ASM358517v1_genomic,Pseudomonas (5),182,833,312,1,826,4,2,0,0,99.68,1.13,20.0
GCF_003626935.1_ASM362693v2_genomic,Pseudomonas (5),182,833,312,6,822,5,0,0,0,99.29,0.89,0.0
GCF_003628905.1_ASM362890v1_genomic,Pseudomonas (5),182,833,312,1,829,3,0,0,0,99.68,0.16,0.0
GCF_003629045.1_ASM362904v1_genomic,Pseudomonas (5),182,833,312,4,828,1,0,0,0,99.36,0.08,0.0
GCF_003629755.1_ASM362975v1_genomic,Pseudomonas (5),182,833,312,1,831,1,0,0,0,99.68,0.08,0.0
GCF_003629815.1_ASM362981v1_genomic,Pseudomonas (5),182,833,312,1,823,9,0,0,0,99.68,1.1,0.0
GCF_003630585.1_ASM363058v1_genomic,Pseudomonas (5),182,833,312,33,799,1,0,0,0,97.44,0.08,0.0
GCF_003631985.1_ASM363198v1_genomic,Pseudomonas (5),182,833,312,1,823,9,0,0,0,99.68,1.01,11.11
GCF_003632025.1_ASM363202v1_genomic,Pseudomonas (5),182,833,312,2,827,4,0,0,0,99.63,0.45,75.0
GCF_003632315.1_ASM363231v1_genomic,Pseudomonas (5),182,833,312,3,826,4,0,0,0,99.28,0.45,50.0
GCF_003632555.1_ASM363255v1_genomic,Pseudomonas (5),182,833,312,0,826,7,0,0,0,100.0,1.55,0.0
GCF_003633195.1_ASM363319v1_genomic,Pseudomonas (5),182,833,312,2,829,2,0,0,0,99.64,0.12,50.0
GCF_003633245.1_ASM363324v1_genomic,Pseudomonas (5),182,833,312,1,828,4,0,0,0,99.68,0.18,0.0
