sseqid,stitle,mismatch,positive,gaps,ppos,pident,qcovs,evalue,bitscore,qseqid,cleaned_filename,motif_hits
1_NSVI01000001_04973,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSVI01000001,3
1_NSMR01000001_03578,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSMR01000001,3
1_CVVG01000001_01396,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVVG01000001,3
1_NSPW01000001_04238,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSPW01000001,3
1_LEII01000001_05073,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEII01000001,3
1_KE137323_02217,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KE137323,3
4_MACM02000001_02752,unannotated protein,55,375,0,94.46,86.146,99,0.0,721.0,pao1_fabv,4_MACM02000001,3
146_FNSP01000007_02979,unannotated protein,95,346,1,86.93,75.87899999999998,100,0.0,625.0,pao1_fabv,146_FNSP01000007,3
1_NRBB01000010_04462,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRBB01000010,3
1_RWMO01000001_00195,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWMO01000001,3
1_RRBM01000100_04902,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_RRBM01000100,3
1_LEHV01000001_05741,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHV01000001,3
1_LRSF01000001_01404,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LRSF01000001,3
22_010501_00805,unannotated protein,157,303,7,76.71,58.481,98,1.5699999999999988e-161,457.0,pao1_fabv,22_010501,3
1_FRVP01000079_05317,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_FRVP01000079,3
1_CUXM01000001_03357,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUXM01000001,3
1_QVDU01000100_04310,unannotated protein,1,397,0,99.75,99.749,100,0.0,811.0,pao1_fabv,1_QVDU01000100,3
1_KI518716_02126,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518716,3
1_NINT01000001_03283,unannotated protein,1,224,0,100.0,99.554,56,1.159999999999999e-163,456.0,pao1_fabv,1_NINT01000001,3
1_NXHS01000100_06018,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NXHS01000100,3
47_MDFK01000001_03690,unannotated protein,98,346,1,86.93,75.126,100,0.0,618.0,pao1_fabv,47_MDFK01000001,3
1_RABX01000520_01767,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RABX01000520,3
4_LKBK01000001_01884,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,4_LKBK01000001,3
1_NSQS01000001_05051,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSQS01000001,3
1_RWUF01000001_05537,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWUF01000001,3
1_FRUD01000258_01305,unannotated protein,1,397,0,99.75,99.749,100,0.0,811.0,pao1_fabv,1_FRUD01000258,3
1_NFFR01000010_02364,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFFR01000010,3
14_LT629761_04460,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,14_LT629761,4
1_JTSI01000001_03089,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTSI01000001,3
1_LLSC01000001_02562,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLSC01000001,3
1_QZYH01000057_05903,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QZYH01000057,3
4_POGE01000100_03064,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,4_POGE01000100,4
1_LEIA01000001_01099,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEIA01000001,3
1_CAADLO010000001_04063,unannotated protein,1,264,0,100.0,99.621,66,0.0,538.0,pao1_fabv,1_CAADLO010000001,3
1_JUQJ01000001_03906,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JUQJ01000001,3
1_FRWY01001707_00479,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWY01001707,3
1_LLKX01000001_04075,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLKX01000001,3
4_FORB01000033_00352,unannotated protein,96,345,1,86.68,75.628,100,0.0,622.0,pao1_fabv,4_FORB01000033,3
1_FROI01000100_06246,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FROI01000100,3
1_LLRS01000001_02453,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLRS01000001,3
1_RXVR01000001_02430,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_RXVR01000001,3
1_FRTH01000337_00629,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRTH01000337,3
9_CP012830_04671,unannotated protein,84,352,0,88.44,78.89399999999998,100,0.0,656.0,pao1_fabv,9_CP012830,5
1_LEJZ01000001_04784,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEJZ01000001,3
1_CAADPQ010000001_03203,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_CAADPQ010000001,3
1_JPFG01000001_02132,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JPFG01000001,3
1_JTNH01000001_01886,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTNH01000001,3
1_FRIU01000161_02302,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRIU01000161,3
1_MPUS01000001_04755,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MPUS01000001,3
1_FRPX01000109_02966,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRPX01000109,3
4_POGF01000100_00603,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,4_POGF01000100,4
1_LLPP01000001_03494,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLPP01000001,3
1_LLVL01000001_05804,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLVL01000001,3
1_KI519315_04708,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI519315,3
1_CAADMY010000001_03577,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADMY010000001,3
1_JTMV01000001_04682,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTMV01000001,3
1_FRIP01000199_04548,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_FRIP01000199,3
1_RWUA01000001_04046,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWUA01000001,3
1_LEHU01000001_04305,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHU01000001,3
1_FRFI01000141_03616,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRFI01000141,3
4_MCRT01000001_05490,unannotated protein,83,354,0,89.17,79.093,99,0.0,658.0,pao1_fabv,4_MCRT01000001,4
1_LCTB01000001_00419,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LCTB01000001,3
1_CAADNJ010000001_02007,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADNJ010000001,3
1_NSXP01000001_02377,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSXP01000001,3
1_FRSZ01000199_02460,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRSZ01000199,3
9_UGUS01000002_03800,unannotated protein,99,346,1,86.93,74.874,100,0.0,622.0,pao1_fabv,9_UGUS01000002,3
1_LR130527_04839,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LR130527,3
1_NTAN01000001_03456,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NTAN01000001,3
1_RHSS01000010_05138,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RHSS01000010,3
1_RWOH01000001_02174,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWOH01000001,3
22_QWEF01000001_04624,unannotated protein,153,309,5,78.03,60.101000000000006,98,1.999999999999999e-167,472.0,pao1_fabv,22_QWEF01000001,3
4_BCBU01000001_04453,unannotated protein,156,308,5,77.78,59.343,98,1.0899999999999992e-165,468.0,pao1_fabv,4_BCBU01000001,3
1_RAEA01000141_05917,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_RAEA01000141,3
1_MTGC01000001_03040,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MTGC01000001,3
1_CAADML010000001_05233,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADML010000001,3
1_LLOV01000001_00229,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLOV01000001,3
1_LRZM01000001_00049,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LRZM01000001,3
1_RXWN01000001_02520,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXWN01000001,3
1_UAUH01000062_03809,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_UAUH01000062,3
56_BBIU01000055_00341,unannotated protein,153,307,5,77.53,60.101000000000006,98,4.0699999999999976e-167,471.0,pao1_fabv,56_BBIU01000055,3
1_RXDO01000001_02320,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXDO01000001,3
1_PUEY01000010_05183,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_PUEY01000010,3
4_POGP01000100_02026,unannotated protein,83,349,0,87.69,79.146,100,0.0,660.0,pao1_fabv,4_POGP01000100,4
118_RAIP01000001_01222,unannotated protein,98,347,1,87.19,75.126,100,0.0,620.0,pao1_fabv,118_RAIP01000001,3
48_MDFJ01000001_04582,unannotated protein,96,347,1,87.19,75.628,100,0.0,622.0,pao1_fabv,48_MDFJ01000001,3
1_JTVQ01000001_03248,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTVQ01000001,3
1_MVBT01000001_05463,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MVBT01000001,3
4_FYDW01000032_00095,unannotated protein,154,307,5,77.53,59.848,98,9.999999999999994e-172,483.0,pao1_fabv,4_FYDW01000032,3
1_JTUL01000001_02416,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTUL01000001,3
1_FRMU01000079_03631,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRMU01000079,3
4_POGD01000100_04199,unannotated protein,99,347,1,87.19,74.874,100,0.0,620.0,pao1_fabv,4_POGD01000100,3
1_RAFL01000056_05383,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAFL01000056,3
9_AMZG01000001_00748,unannotated protein,97,347,1,87.19,75.377,100,0.0,624.0,pao1_fabv,9_AMZG01000001,3
1_JYGC02000001_00228,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JYGC02000001,3
1_FRSA01000108_03311,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRSA01000108,3
1_QVAU01000100_05642,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVAU01000100,3
1_VIHE01000100_00733,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHE01000100,3
1_LDKW01000001_04227,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDKW01000001,3
1_LLPQ01000001_00471,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLPQ01000001,3
1_NSRU01000001_04093,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSRU01000001,3
1_CUXR01000001_03302,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUXR01000001,3
1_NRAA01000100_02070,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRAA01000100,3
1_CP010555_01785,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP010555,3
1_LLQV01000001_02358,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LLQV01000001,3
1_RXVU01000001_01683,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXVU01000001,3
1_JPFC01000001_00422,unannotated protein,156,308,5,77.78,59.343,98,1.169999999999999e-165,468.0,pao1_fabv,1_JPFC01000001,3
1_NSSP01000001_04829,unannotated protein,2,398,0,100.0,99.497,100,0.0,811.0,pao1_fabv,1_NSSP01000001,3
1_CP022001_05168,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP022001,3
14_MSCT01000001_00102,unannotated protein,80,358,0,90.18,79.84899999999998,99,0.0,668.0,pao1_fabv,14_MSCT01000001,4
1_NRAM01000100_03072,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_NRAM01000100,3
1_UGUJ01000007_04016,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_UGUJ01000007,3
1_RXAR01000001_05508,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXAR01000001,3
1_FRVB01000168_00737,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRVB01000168,3
4_FOXG01000027_00401,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,4_FOXG01000027,4
1_JTSX01000001_04015,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTSX01000001,3
1_LJGL01000001_00699,unannotated protein,4,397,0,99.75,98.995,100,0.0,808.0,pao1_fabv,1_LJGL01000001,3
1_MPVB01000001_03566,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MPVB01000001,3
1_FRMP01000067_05401,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRMP01000067,3
1_SCWH01000001_05531,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCWH01000001,3
1_KI518992_02408,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518992,3
1_NSQA01000001_04502,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSQA01000001,3
1_FRRX01000077_01951,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRRX01000077,3
1_LJZK01000001_02166,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LJZK01000001,3
9_ASGY01000001_05243,unannotated protein,99,346,1,86.93,74.874,100,0.0,619.0,pao1_fabv,9_ASGY01000001,3
1_VWQC01000001_04249,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VWQC01000001,3
4_POGQ01000100_03583,unannotated protein,150,308,5,77.78,60.859,98,1.0799999999999993e-174,491.0,pao1_fabv,4_POGQ01000100,3
1_FRLP01000177_03059,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRLP01000177,3
1_VTBE01000001_03453,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VTBE01000001,3
1_RWNL01000001_00546,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWNL01000001,3
205_HS_3_05496,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,205_HS_3,3
1_KI519256_06078,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI519256,3
1_RXVY01000001_01409,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_RXVY01000001,3
1_JTWP01000001_03712,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTWP01000001,3
1_FRSO01000214_03566,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRSO01000214,3
1_JGYF01000001_03124,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JGYF01000001,3
1_RWWM01000112_02574,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWWM01000112,3
205_34A1_03090,unannotated protein,152,309,5,78.03,60.354,98,4.6099999999999975e-168,473.0,pao1_fabv,205_34A1,2
1_VWQM01000001_00143,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VWQM01000001,3
1_JTXE01000001_03184,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTXE01000001,3
1_NRAF01000100_02053,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRAF01000100,3
1_JTSG01000001_02178,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTSG01000001,3
1_JTNL01000001_05598,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTNL01000001,3
62_RXHY01000001_03352,unannotated protein,98,347,1,87.19,75.126,100,0.0,620.0,pao1_fabv,62_RXHY01000001,3
1_SDVN01000099_05134,unannotated protein,1,397,0,99.75,99.749,100,0.0,811.0,pao1_fabv,1_SDVN01000099,3
1_JTSM01000001_00629,unannotated protein,2,397,0,99.75,99.497,100,0.0,810.0,pao1_fabv,1_JTSM01000001,3
1_FRFK01000150_02850,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_FRFK01000150,3
1_FRJO01000132_01245,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRJO01000132,3
1_SCXI01000001_04247,unannotated protein,157,308,5,77.78,59.091,98,4.3099999999999977e-165,466.0,pao1_fabv,1_SCXI01000001,3
1_RAAY01000289_03982,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAAY01000289,3
1_NSWZ01000001_02618,unannotated protein,2,396,0,99.5,99.497,100,0.0,810.0,pao1_fabv,1_NSWZ01000001,3
1_JUAF01000001_00559,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JUAF01000001,3
1_JTZT01000001_03747,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTZT01000001,3
1_CAADQY010000001_02091,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADQY010000001,3
1_QVBP01000100_00458,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBP01000100,3
91_LKKN01000049_02127,unannotated protein,60,375,0,94.46,84.887,99,0.0,714.0,pao1_fabv,91_LKKN01000049,3
4_PVUD01000001_01007,unannotated protein,83,356,0,89.67,79.093,99,0.0,664.0,pao1_fabv,4_PVUD01000001,4
1_SCZF01000001_00654,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SCZF01000001,3
1_NQZA01000100_00837,unannotated protein,0,397,0,100.0,100.0,99,0.0,813.0,pao1_fabv,1_NQZA01000100,3
1_RXSX01000001_01334,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXSX01000001,3
36_SNZI01000001_03119,unannotated protein,100,346,1,86.93,74.623,100,0.0,619.0,pao1_fabv,36_SNZI01000001,3
1_RACE01000027_02916,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RACE01000027,3
1_CTDT01000001_00207,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTDT01000001,3
1_JUKS01000045_05301,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_JUKS01000045,3
1_FROG01000098_01737,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FROG01000098,3
1_LORA01000001_02086,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LORA01000001,3
1_JTPD01000001_01857,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTPD01000001,3
1_RWPQ01000001_04426,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWPQ01000001,3
1_NSYP01000001_00824,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSYP01000001,3
1_CAADLU010000001_04747,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_CAADLU010000001,3
45_QJRM01000010_04477,unannotated protein,83,357,0,89.92,79.093,99,0.0,665.0,pao1_fabv,45_QJRM01000010,4
1_NMRP01000010_00139,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NMRP01000010,3
4_UTBW01000468_04195,unannotated protein,98,346,1,86.93,75.126,100,0.0,618.0,pao1_fabv,4_UTBW01000468,3
1_SBJQ01000001_01741,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SBJQ01000001,3
109_VFEQ01000010_04608,unannotated protein,97,349,0,87.69,75.628,100,0.0,630.0,pao1_fabv,109_VFEQ01000010,4
1_MWKP01000001_00354,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_MWKP01000001,3
1_FRSR01000270_02155,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRSR01000270,3
1_RXDV01000001_04442,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXDV01000001,3
4_PHSU01000001_02745,unannotated protein,76,353,0,88.69,80.905,100,0.0,661.0,pao1_fabv,4_PHSU01000001,3
1_RWKY01000001_03603,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWKY01000001,3
1_CAADPC010000001_02480,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADPC010000001,3
1_CP041773_04327,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP041773,3
1_JTOG01000001_05327,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTOG01000001,3
4_LJRZ01000076_05287,unannotated protein,98,349,0,87.69,75.377,100,0.0,631.0,pao1_fabv,4_LJRZ01000076,4
1_NFGH01000100_05557,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFGH01000100,3
27_JTBY01000001_05237,unannotated protein,79,353,0,88.69,80.15100000000002,100,0.0,657.0,pao1_fabv,27_JTBY01000001,3
4_UUPU01000109_00278,unannotated protein,96,347,1,87.19,75.628,100,0.0,624.0,pao1_fabv,4_UUPU01000109,3
1_CP020560_02006,unannotated protein,3,398,0,100.0,99.246,100,0.0,810.0,pao1_fabv,1_CP020560,3
1_CTET01000001_00511,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTET01000001,3
1_FRQZ01000065_04132,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_FRQZ01000065,3
1_FRQP01000095_03408,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRQP01000095,3
22_QXDD01000001_03289,unannotated protein,156,302,7,76.46,58.734,98,1.1399999999999992e-161,457.0,pao1_fabv,22_QXDD01000001,3
1_JTMK01000001_03852,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTMK01000001,3
1_LDLK01000001_02613,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDLK01000001,3
1_LVXB01000001_02052,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LVXB01000001,3
1_LLUI01000001_00533,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUI01000001,3
1_MAZX01000058_01436,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_MAZX01000058,3
1_FRJL01000272_02815,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRJL01000272,3
1_QVCW01000094_05133,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVCW01000094,3
1_RHDU01000010_05248,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RHDU01000010,3
1_CTFM01000001_04983,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTFM01000001,3
1_RAFZ01000080_01825,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_RAFZ01000080,3
1_LLOM01000001_05475,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLOM01000001,3
1_JTQT01000001_04625,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTQT01000001,3
4_KV791469_00929,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,4_KV791469,3
1_CP033843_04364,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_CP033843,3
1_CWET01000001_05134,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CWET01000001,3
1_LEKA01000001_01592,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEKA01000001,3
1_FRVS01000299_01132,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_FRVS01000299,3
1_LLPV01000001_03981,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLPV01000001,3
1_NSPJ01000001_05283,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NSPJ01000001,3
1_LZQF01000001_04046,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LZQF01000001,3
1_CCOM01000001_01758,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CCOM01000001,3
1_CP020703_02128,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP020703,3
1_RXBN01000001_03665,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_RXBN01000001,3
1_LLNS01000001_06278,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLNS01000001,3
1_RWQB01000001_01198,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWQB01000001,3
1_LYLN01000001_04128,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LYLN01000001,3
